point_no,p1_momentum,p2_momentum
1,-0.15858382787502365,0.10214889760549928
2,-0.3110669139375118,0.38950479451265974
3,-0.1072561370694523,0.0757505993060988
4,0.017814999999999998,-0.0708549606586277
5,0.21791421134220054,-0.22551215321302975
6,-0.02613567572725184,-0.06190003240174244
7,0.22244445380304068,-0.36646460030297723
8,0.00041107579417352935,-0.021004384253594244
9,-0.22585862046970745,0.08258049085380229
10,-0.41639,0.2453629443180701
11,-0.15601503978427111,0.3251232554583096
12,0.16035410332422814,0.121400338791643
13,0.20847214955733717,-0.215063107472238
14,0.07083479726456851,0.07429802959721432
15,-0.24787792439036296,0.15562916666666665
16,-0.39522146317775625,0.3958863629305477
17,0.1653466832664115,-0.21844997532195415
18,-0.09846456673358847,-0.010707639230056326
19,-0.14644373340025513,0.2582254868722366
20,-0.4680745833333333,0.18610042150344233
21,-0.12470705525754434,0.049064097316306565
22,-0.365397471924211,0.2646639929320139
23,0.20421067634225804,-0.128423107472238
24,0.3946818093841235,-0.26906644080557135
25,0.5830242162055735,-0.5166666666666667
26,0.1864168678943703,-0.34444749999999996
27,0.36716633522163733,-0.58572875
28,-0.22335415006692177,0.24393746528626592
29,0.039009183266411535,-0.017734834096450214
30,-0.28155113706945234,0.09755701418319757
31,-0.025759470402785672,-0.24777872228040174
32,0.1889851295302925,-0.3346024069116077
33,-0.09533873340025513,-0.07946364053949569
34,-0.2445079000669218,0.1523974871439518
35,-0.3904667795972143,0.4387671786847917
36,0.06390542662524601,-0.16779012953029263
37,0.4387671786847917,-0.3131104000669218
38,0.47437403918374454,-0.577145
39,0.645831671219441,-0.759258446263881
40,-0.23232974791914995,0.26042509171237416
41,-0.038373942661605584,-0.00540744576558011
42,-0.26114873340025513,0.10884065352763009
43,-0.46634778713637415,0.061724606046228814
44,-0.5166666666666667,0.5315776309204023
45,0.19595695900036447,-0.28628176299746944
46,-0.16796031028692673,-0.009554133467176928
47,0.2587164973019739,-0.19887623340025512
48,0.4091963175903077,-0.27264362046970747
49,0.49654036628139775,-0.55323125
50,0.16233199847857466,-0.17391504307061406
51,0.0179308614091223,0.20099635845983096
52,-0.16666666666666666,0.3416131594349745
53,-0.33886780373611897,0.5145863033567666
54,-0.5,0.6195410376154787
55,0.25784135316694673,-0.20007998340025512
56,-0.012970065577931622,0.0318175
57,0.08587321127314465,-0.2768448870694523
58,-0.1215734775714067,0.05994677959721431
59,0.2671679768690912,-0.16666666666666666
60,0.34615933609015975,-0.41863833333333333
61,-0.23575402053662925,0.027660021289971193
62,0.038166727941945366,-0.05834151489143196
63,-0.2323428719911328,0.1268139980538176
64,0.08737879467553386,-0.07137208142432355
65,-0.2502445833333333,0.1516420225057399
66,-0.47619988706945227,0.08639348664611213
67,-0.3186105467243251,0.14118791666666666
68,-0.27118423373889144,0.43333333333333335
69,-0.5763133905790081,0.41125822040278565
70,-0.28431267950608735,0.2125961370694523
71,0.02294719489101742,0.08863875
72,-0.3792922840580236,0.339657196263881
73,-0.14269275906058515,0.26857951661516416
74,0.011953907606081532,-0.14941586012952743
75,0.2381684909394149,-0.24072124813658188
76,-0.06038817572725183,-0.1444015638199192
77,-0.30010238706945236,0.027143652826994963
78,-0.004794566733588468,-0.18852555131762574
79,0.17671834993307817,-0.32032378985378085
80,-0.14644373340025513,-0.176165128634734
81,-0.2581645833333333,0.11695463661485123
82,-0.45148041666666666,0.24207966086529203
83,-0.2951972835230124,0.20695724093941487
84,-0.07173216864512866,-0.036634357472238005
85,0.06287437570498533,-0.21380102413890467
86,0.2523960894367206,-0.365874357472238
87,0.430006734372075,-0.5843686370694523
88,0.13459752807578898,-0.377928797065069
89,0.0179308614091223,0.1167539312036193
90,-0.25862416666666665,0.17321550570529815
91,0.05654793326641154,0.0014300287460497912
92,-0.1453969538030408,0.29931804241448023
93,0.1017822575391597,-0.07154966965333673
94,-0.1136781897651463,0.26857951661516416
95,-0.423735802695694,0.21208988578915663
96,-0.2437293668563456,0.20833916666666666
97,-0.4953121358157814,0.30564958333333336
98,-0.2558222795414465,0.08178427959721431
99,-0.3758868342151675,0.410483446263881
100,-0.2491402190227408,0.06992939252776198
101,-0.027039084725536677,-0.07033988706945232
102,0.23556135221000502,-0.14998727413890467
103,0.4798597342270353,-0.3333333333333333
104,0.21191181279670407,-0.3073179515124305
105,-0.03579110386996261,-0.07161327911180226
106,-0.18794123340025512,0.261633556299743
107,-0.5079280295972143,0.17335132525917807
108,-0.16257136293054764,0.09677087772831425
109,-0.3904667795972143,0.3610162723491256
110,0.14437445976509677,-0.3397608333333333
111,0.33821465359738334,-0.45993064252776195
112,0.10135321364897121,-0.17953176299746945
113,0.3584969009123681,-0.4324975963308028
114,0.09334143263943218,-0.12165996680051025
115,0.2785601802014383,-0.4505158167335885
116,-0.21841186189012263,0.3196108462312535
117,-0.42374559785222815,0.4055650553838912
118,-0.6073217795972143,0.5456347730257014
119,-0.31753208333333327,0.23376420482858978
120,-0.5404667795972143,0.5718154317691723
121,0.08789467141502308,-0.2211919538030408
122,-0.11344482373488864,0.11614774246084018
123,0.24687517305231796,-0.085733107472238
124,0.2767973656067197,-0.3757582204027856
125,0.12608946437215196,-0.15977333333333332
126,0.36882603386581414,-0.41442124999999996
127,-0.22441801299746947,0.29058182981888514
128,-0.3940439592613505,0.47892423664033523
129,-0.242725946263881,0.015753993781869757
130,-0.41426689252776194,0.425626612584699
131,-0.5809335591944287,0.5517289053536585
132,-0.21647189628472993,0.21091378319948972
133,-0.4304441890536894,0.3803412665997449
134,-0.6369475426558977,0.4858842795972143
135,-0.4283697141726527,0.207133446263881
136,-0.014920379774669626,0.19249605919442866
137,0.17899404525611,0.026238142527761993
138,0.2338497606138667,-0.169898107472238
139,0.4756992557637787,-0.3333333333333333
140,-0.26179590158834715,0.19269405768820747
141,0.06125043326641154,0.01686229730612014
142,-0.270321553736119,0.08410331326599693
143,0.07164136293054765,-0.02418941368197844
144,-0.195509053736119,0.2341425426861955
145,0.16068971286362588,0.08975365897525023
146,-0.14644373340025513,0.31724062004817083
147,-0.4436891500669218,0.21872494060821948
148,-0.2931295847562582,0.17504339460861204
149,0.052673550232571836,-0.01928202205805464
150,0.19884059752780398,-0.09747681279670416
151,-0.014285570902531047,0.14400649246084019
152,0.29760853302753254,-0.06823964460861212
153,0.3287237947756798,-0.24974881127527881
154,-0.25920998340025514,0.16017524407225164
155,0.10452596286362588,-0.04729490847175549
156,-0.1059769538030408,0.2915173274055853
157,-0.4662427871363741,0.12848232626534695
158,-0.5154736370694524,0.5361533650527408
159,0.20846998352179608,-0.159274357472238
160,0.4910685186634367,-0.3333333333333333
161,0.5211246209562053,-0.637840946263881
162,0.589883212350381,-0.7808762499999999
163,0.23652387953029252,-0.2710626634804972
164,0.010494825794173532,0.05196816002628597
165,-0.12264362046970746,0.2839487795148222
166,-0.43690572040278564,0.29362844853141556
167,-0.5104657204027857,0.5266931433585982
168,0.3096720721574078,-0.06782315912750696
169,0.2752479019185369,-0.36685112046970747
170,0.38609680581191935,-0.5580923870694523
171,0.22561535763865687,-0.19865850753915978
172,0.3213794340263897,-0.5361439242058263
173,-0.1953255934343435,0.09444175797807847
174,0.15664203353409867,-0.08908906780148489
175,0.330409088791643,-0.137452606588878
176,0.39760064252776206,-0.46285822607741445
177,0.14139594626388097,-0.1188458549515836
178,-0.031829470402785665,0.035489529073904985
179,-0.269901553736119,0.09492399973393978
180,-0.37800019080557135,0.29618668563175754
181,0.11228123285911544,-0.1359059935012653
182,0.3834730249477222,-0.22321141016793203
183,0.07029532373694641,-0.028576857472237996
184,0.38247674087073097,-0.3333333333333333
185,0.344064907663771,-0.61439375
186,-0.13286559087249314,0.25321025371550615
187,0.07455564252776202,-0.11596511641542866
188,-0.10239977413890466,0.2783767613054926
189,0.024809279597214323,-0.12182938924872273
190,-0.16666666666666666,0.3349801091309116
191,-0.3880983333333333,0.36588514821995927
192,0.22157117505698024,-0.14921152053662928
193,0.4535562665997449,-0.17087422914690528
194,0.1868895999330782,0.0010056681775875015
195,0.42456558048996573,-0.2523997741389047
196,0.17493477682980685,-0.06666666666666665
197,-0.12036969626388098,0.06480341432239517
198,-0.3177338629305476,0.17170442957198004
199,0.16572794464798413,-0.06519673492168049
200,-0.1883303193349896,0.17371243174498618
201,-0.4200412334002551,0.24931843440310042
202,-0.6847000000000001,0.2564287440532836
