ace,double_fault,first_serve,fast_win,return_depth,winner,net_win_rate,distance,unforced_error,rally,scored_last_point,score_diff,game_victor,set victor,break_point_diff,speed_mph
0,0,0,0,1.0,1.0,1.0,-0.409675,0.0,0.1111111111111111,1,0.3333333333333333,0,0,0.0,-1
0,0,0,0,0.5,0.5,1.0,-0.66115,0.0,0.1111111111111111,0,0.0,0,0,0.0,-1
0,0,0,0,0.0,0.3333333333333333,1.0,0,0.0,0.1111111111111111,0,-0.3333333333333333,0,0,0.0,-1
0,0,0,0,-0.3333333333333333,0.0,0,-0.88195,0.0,0.1111111111111111,1,0.0,0,0,0.0,-1
0,0,0,0,0.0,0.3333333333333333,1.0,-0.5761499999999999,0.0,0.1111111111111111,1,0.3333333333333333,0,0,0.0,-1
0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,-0.4913,0.0,0.1111111111111111,0,0.0,0,0,-0.5,-1
0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,-0.816775,-0.3333333333333333,0.1111111111111111,0,-0.3333333333333333,0,0,0.0,-1
0,0,0,0,0.3333333333333333,0.0,0,-0.616475,-0.3333333333333333,0.1111111111111111,1,0.0,0,0,0.0,-1
0,0,0,0,0.6666666666666666,0.0,1.0,-0.8342749999999999,-0.3333333333333333,0.1111111111111111,1,0.3333333333333333,0,0,0.0,-1
0,0,0,0,0.6666666666666666,0.0,1.0,-0.6222000000000001,0.0,0.1111111111111111,1,0.6666666666666666,2,0,0.5,-1
0.0,0.0,1.0,0.0,0.6666666666666666,0.0,1.0,-0.5182249999999999,-0.3333333333333333,0.1111111111111111,0,-0.3333333333333333,0,0,0.0,-1
0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0,-0.33315,-0.6666666666666666,0.1111111111111111,0,-0.6666666666666666,0,0,0.0,-1
0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,-0.42705000000000004,-0.6666666666666666,0.1111111111111111,1,-0.3333333333333333,0,0,0.0,-1
0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,-0.5534,-0.3333333333333333,0.1111111111111111,1,0.0,0,0,0.0,-1
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,-0.25982500000000003,0.0,0.1111111111111111,0,-0.3333333333333333,0,0,0.0,-1
