ace,double_fault,first_serve,fast_win,return_depth,winner,net_win_rate,distance,unforced_error,rally,scored_last_point,score_diff,game_victor,set victor,break_point_diff,speed_mph
0,0,0,0,0.0,0.0,0,-0.27085,-1.0,0.0,0,-0.3333333333333333,0,0,0.0,0.52
0,0,0,0,0.5,0.0,1.0,-0.6109,-0.5,-0.3333333333333333,1,0.0,0,0,0.0,0.77
0,0,0,0,0.6666666666666666,0.0,1.0,-0.33775,-0.3333333333333333,-0.1111111111111111,1,0.3333333333333333,0,0,0.0,0.52
0,0,0,0,1.0,0.0,1.0,-1.2238250000000002,0.0,-1,0,0.0,0,0,0.0,0.71
0,0,0,0,1.0,0.0,1.0,-1.010775,0.0,-0.5555555555555556,1,0.3333333333333333,0,0,0.0,0.55
0,0,0,0,0.6666666666666666,0.0,1.0,-0.328975,0.0,0.0,0,0.0,0,0,-0.5,0.82
0,0,0,0,0.3333333333333333,0.0,1.0,-0.784225,0.0,-0.6666666666666666,0,-0.3333333333333333,0,0,0.0,0.63
0,0,0,0,0.0,0.0,0,-0.5652,-0.3333333333333333,-0.4444444444444444,0,-0.6666666666666666,1,0,0.0,0.68
0.0,0.0,0.0,1.0,0.0,0.0,0,-0.3491,-0.3333333333333333,-0.2222222222222222,1,0.3333333333333333,0,0,0.0,0.55
0.0,-0.5,0.0,0.5,0.0,0.0,0,-0.34655,-0.6666666666666666,0.1111111111111111,0,0.0,0,0,0.0,-1
0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,-0.60155,-0.3333333333333333,-0.4444444444444444,1,0.3333333333333333,0,0,0.0,0.67
0.0,-0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,-1.082325,-0.3333333333333333,-1,1,0.6666666666666666,0,0,0.0,0.8
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.0,0,0.0,0.0,1,1.0,2,0,0.0,0.62
0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0,0,-0.3333333333333333,0,0,0.0,0.57
0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,0,0.0,0.0,0,-0.6666666666666666,0,0,0.0,0.75
0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,-0.8439,0.0,-0.4444444444444444,0,-1.0,0,0,0.0,0.61
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0,0,0.0,-0.1111111111111111,1,-0.6666666666666666,0,0,0.0,0.43
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0,-0.31485,0.0,-0.1111111111111111,1,-0.3333333333333333,0,0,0.0,0.75
0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-0.37120000000000003,0.0,-0.2222222222222222,0,-0.6666666666666666,1,0,0.0,0.66
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,-0.253375,-0.3333333333333333,-0.1111111111111111,0,-0.3333333333333333,0,0,0.0,0.67
0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0,-0.30942499999999995,-0.6666666666666666,-0.1111111111111111,0,-0.6666666666666666,0,0,0.0,0.61
0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0,-0.49297500000000005,-0.6666666666666666,0.0,1,-0.3333333333333333,0,0,0.0,0.55
0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0,-0.2813,-0.3333333333333333,0.0,1,0.0,0,0,0.0,0.8
0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0,-0.92795,0.0,-0.8888888888888888,1,0.3333333333333333,0,0,0.0,0.56
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0,-0.3333333333333333,-0.5555555555555556,0,0.0,0,0,0.0,0.45
0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,-0.3333333333333333,0.0,1,0.3333333333333333,0,0,0.0,0.63
0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,-0.3333333333333333,0.0,1,0.6666666666666666,2,0,0.0,0.51
0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,-0.904625,0.0,-0.3333333333333333,1,0.3333333333333333,0,0,0.0,0.6
0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,-0.729875,0.0,-0.6666666666666666,0,0.0,0,0,0.0,0.51
0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0,0.0,-0.1111111111111111,1,0.3333333333333333,0,0,0.0,0.65
0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,-0.4006,0.0,-0.2222222222222222,0,0.0,0,0,0.0,0.65
0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0,-1.0675750000000002,0.0,-0.8888888888888888,0,-0.3333333333333333,0,0,0.0,0.45
0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,-1,0.0,-0.4444444444444444,0,-0.6666666666666666,1,0,0.0,0.53
0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0,-0.27075,-0.3333333333333333,-0.1111111111111111,0,-0.3333333333333333,0,0,0.0,0.66
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0,-0.3333333333333333,-0.1111111111111111,0,-0.6666666666666666,0,0,0.0,0.65
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0,-0.3333333333333333,0.0,1,-0.3333333333333333,0,0,0.0,0.69
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,-0.6732,0.0,-0.6666666666666666,1,0.0,0,0,0.0,0.69
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0,-0.2915,0.0,0.0,1,0.3333333333333333,0,0,0.0,0.75
0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0,-0.47145000000000004,0.0,-0.2222222222222222,1,0.6666666666666666,2,0,0.0,0.75
0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,-0.49715,0.0,-0.5555555555555556,1,0.3333333333333333,0,0,0.0,0.63
0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,-0.349125,0.0,-0.2222222222222222,0,0.0,0,0,0.0,0.48
0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0,-0.25854999999999995,0.0,0.0,0,-0.3333333333333333,0,0,0.0,0.8
0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0,-0.60145,-0.3333333333333333,-0.4444444444444444,0,-0.6666666666666666,0,0,0.0,0.45
0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0,-0.392625,-0.3333333333333333,-0.2222222222222222,0,-1.0,1,0,0.0,0.76
0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0,-0.3333333333333333,0.0,1,0.3333333333333333,0,0,0.0,0.78
0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,-0.845,0.0,-0.6666666666666666,1,0.6666666666666666,0,0,0.0,0.67
0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,-0.536175,0.0,-0.4444444444444444,1,1.0,0,0,0.0,0.69
0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0,0.0,-0.1111111111111111,0,0.6666666666666666,0,0,0.0,0.5
0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,0,-0.3333333333333333,-0.1111111111111111,0,0.3333333333333333,0,0,0.0,0.78
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,-0.253375,-0.3333333333333333,0.0,1,0.6666666666666666,2,0,0.0,0.57
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,-0.681125,-0.3333333333333333,-0.3333333333333333,1,0.3333333333333333,0,0,0.0,0.61
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,-0.567275,0.0,-0.3333333333333333,1,0.6666666666666666,0,0,0.0,0.44
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,-0.45640000000000003,0.0,-0.2222222222222222,0,0.3333333333333333,0,0,0.0,0.66
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,-0.38705,0.0,-0.2222222222222222,0,0.0,0,0,0.0,0.8
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0,0.0,0.0,0,-0.3333333333333333,0,0,0.0,0.82
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,-0.25282499999999997,-0.3333333333333333,0.0,0,-0.6666666666666666,1,0,0.0,0.49
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,-0.360975,-0.3333333333333333,-0.2222222222222222,1,0.3333333333333333,0,0,0.0,0.74
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,-0.72095,-0.3333333333333333,-0.6666666666666666,1,0.6666666666666666,0,0,0.0,0.71
0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0,-0.9190249999999999,0.0,-0.4444444444444444,1,1.0,0,0,0.0,0.78
0.0,0.0,1.0,0.0,0.0,0.0,0,-0.40317500000000006,0.0,-0.3333333333333333,0,0.6666666666666666,0,0,0.0,0.8
0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,-0.1111111111111111,0,0.3333333333333333,0,0,0.0,0.66
0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0,-0.9595499999999999,-0.3333333333333333,-1,0,0.0,0,0,0.0,0.6
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0,-0.35525,-0.3333333333333333,-0.2222222222222222,1,0.3333333333333333,0,0,0.0,0.74
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.0,-0.907375,-0.3333333333333333,-0.6666666666666666,1,0.6666666666666666,2,0,0.0,0.72
0.0,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,1.0,0,0.0,0.1111111111111111,1,0.3333333333333333,0,0,0.0,-1
0.0,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,1.0,-0.7350749999999999,0.0,-0.5555555555555556,1,0.6666666666666666,0,0,0.0,0.42
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,-0.6123999999999999,0.0,-0.4444444444444444,0,0.3333333333333333,0,0,0.0,0.54
0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,-0.608275,0.0,-0.2222222222222222,0,0.0,0,0,0.0,0.64
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0,0.0,0.0,0,-0.3333333333333333,0,0,0.0,0.74
0.0,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.0,0,-0.317125,0.0,-0.2222222222222222,0,-0.6666666666666666,1,0,0.0,0.57
0.0,0.0,1.0,0.6666666666666666,-0.3333333333333333,0.3333333333333333,1.0,-0.364375,0.0,-0.2222222222222222,1,0.3333333333333333,0,0,0.0,0.78
0.0,0.0,1.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.0,-0.383625,0.0,-0.1111111111111111,0,0.0,0,0,0.0,0.69
0.0,0.0,1.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.0,-0.282925,-0.3333333333333333,-0.1111111111111111,0,-0.3333333333333333,0,0,0.0,0.64
0.0,0.0,1.0,0.3333333333333333,-0.3333333333333333,0.0,0,-0.3486,-0.3333333333333333,-0.2222222222222222,1,0.0,0,0,0.0,0.77
0.0,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0,-0.81235,-0.3333333333333333,-0.6666666666666666,1,0.3333333333333333,0,0,0.0,0.63
0.0,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0,-0.66115,0.0,-0.6666666666666666,1,0.6666666666666666,2,0,0.0,0.56
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0,-1.168425,0.0,-0.6666666666666666,0,-0.3333333333333333,0,0,0.0,0.69
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,-0.41985,0.0,0.0,1,0.0,0,0,0.0,0.77
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,-1,0.0,-1.0,0,-0.3333333333333333,0,0,0.0,0.77
0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.530625,0.0,-0.3333333333333333,1,0.0,0,0,0.0,0.63
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0,0.0,0.0,0,-0.3333333333333333,0,0,0.0,0.57
0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,0.0,0.77
0.0,-0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0,-0.3333333333333333,0.1111111111111111,0,-0.3333333333333333,0,0,0.0,-1
0.0,-0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.0,0,0,-0.3333333333333333,0.0,0,-0.6666666666666666,0,0,0.0,0.72
