ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,scored_last_point,score_diff,break_point_diff,speed_mph,game_victor,set victor
0,0,1,1,0,0,0,-0.2605,0,0.0,1,0.3333333333333333,0.0,0.64,0,0
0,0,1,1,0,0,1,-0.424225,0,-0.2222222222222222,1,0.6666666666666666,0.0,0.73,0,0
0,0,0,1,1,0,0,-0.32294999999999996,0,0.0,1,1.0,0.0,0.55,0,0
0,0,1,0,1,0,0,-0.8208500000000001,0,-0.6666666666666666,1,1.3333333333333333,0.0,0.69,2,0
0,0,0,0,0,0,0,-0.9399749999999999,-1,-0.8888888888888888,0,-0.3333333333333333,0.0,0.43,0,0
0,0,0,1,0,0,0,-0.41842500000000005,0,-0.1111111111111111,1,0.0,0.0,0.31,0,0
0,0,1,0,0,0,0,-1,0,-1,0,-0.3333333333333333,0.0,0.58,0,0
0,0,0,0,0,0,0,-0.611425,-1,-0.4444444444444444,0,-0.6666666666666666,0.0,0.46,0,0
0,0,1,0,0,0,0,-0.59155,0,-0.4444444444444444,0,-1.0,0.0,0.68,1,0
0,0,1,1,0,0,1,-0.4957,0,-0.2222222222222222,1,0.3333333333333333,0.0,0.78,0,0
0,0,1,1,1,0,0,-0.304025,0,0.0,1,0.6666666666666666,0.0,0.74,0,0
0,0,0,0,1,0,0,-0.32405,0,-0.1111111111111111,0,0.3333333333333333,0.0,0.6,0,0
0,0,1,1,-1,0,0,0,0,0.0,1,0.6666666666666666,0.0,0.71,0,0
0,0,1,0,1,0,0,-0.4277,-1,-0.3333333333333333,0,0.3333333333333333,0.0,0.74,0,0
0,0,1,0,1,0,0,0,0,-0.1111111111111111,0,0.0,0.0,0.78,0,0
0,0,1,0,0,1,1,-0.6836,0,-0.6666666666666666,1,0.3333333333333333,0.0,0.65,0,0
0,0,0,0,0,0,0,-0.29664999999999997,-1,-0.1111111111111111,0,0.0,0.0,0.52,0,0
0,0,1,0,1,0,1,-0.652875,0,-0.4444444444444444,1,0.3333333333333333,0.0,0.75,0,0
0,0,1,0,0,1,1,-0.45489999999999997,0,-0.4444444444444444,1,0.6666666666666666,0.0,0.71,2,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.64,0,0
0,0,0,1,0,0,0,-0.360975,0,-0.1111111111111111,1,0.0,0.0,0.33,0,0
0,0,1,0,1,0,0,-0.47087500000000004,0,-0.2222222222222222,0,-0.3333333333333333,0.0,0.55,0,0
0,0,0,0,0,1,0,-0.62815,0,-0.5555555555555556,1,0.0,0.0,0.47,0,0
0,0,1,0,1,0,0,-0.263575,0,0.0,0,-0.3333333333333333,0.0,0.72,0,0
0,0,0,0,1,0,0,-0.40090000000000003,0,0.0,0,-0.6666666666666666,0.0,0.34,1,0
0,0,1,0,1,0,0,-0.46299999999999997,0,-0.3333333333333333,0,-0.3333333333333333,0.0,0.67,0,0
0,0,1,1,0,0,0,-0.281775,0,0.0,1,0.0,0.0,0.72,0,0
0,0,1,1,0,0,0,-0.258175,0,0.0,1,0.3333333333333333,0.0,0.77,0,0
0,0,0,0,0,0,0,-0.28795000000000004,-1,-0.1111111111111111,0,0.0,0.0,0.47,0,0
0,0,1,1,0,0,0,0,0,0.0,1,0.3333333333333333,0.0,0.7,0,0
0,0,1,0,1,0,0,-0.3319,-1,-0.1111111111111111,0,0.0,0.0,0.78,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,0.3333333333333333,0.0,0.76,0,0
0,0,0,0,0,0,0,-1,0,-1,0,0.0,0.0,0.45,0,0
0,0,1,1,0,0,0,-0.29417499999999996,0,0.0,1,0.3333333333333333,0.0,0.73,0,0
0,0,0,1,0,0,0,0,0,0.0,1,0.6666666666666666,0.0,0.63,2,0
0,0,1,0,0,0,0,-0.369325,0,-0.2222222222222222,0,-0.3333333333333333,0.0,0.53,0,0
0,0,1,0,0,0,0,-0.29955,0,-0.2222222222222222,0,-0.6666666666666666,0.0,0.67,0,0
0,0,1,0,0,0,0,-0.6961999999999999,0,-0.6666666666666666,0,-1.0,0.0,0.63,0,0
0,0,0,0,-1,0,0,0,0,0.0,0,-1.3333333333333333,0.0,0.35,1,0
0,0,1,0,0,1,1,-0.491,0,-0.4444444444444444,1,0.3333333333333333,0.0,0.76,0,0
0,0,1,1,0,0,0,-0.432025,0,-0.2222222222222222,1,0.6666666666666666,0.0,0.78,0,0
0,0,1,1,0,0,0,-0.36455000000000004,0,0.0,1,1.0,0.0,0.78,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,1.3333333333333333,0.0,0.74,2,0
0,0,1,0,1,0,0,-1,-1,-0.6666666666666666,0,-0.3333333333333333,0.0,0.52,0,0
0,0,0,0,1,0,0,-0.506075,0,-0.3333333333333333,1,0.0,0.0,0.41,0,0
0,0,0,0,1,0,0,-0.29575,0,0.0,0,-0.3333333333333333,0.0,0.53,0,0
0,0,0,0,1,0,0,-1,0,-1.0,1,0.0,0.0,0.43,0,0
0,0,0,0,0,0,0,-1.00455,0,-1.0,1,0.3333333333333333,0.0,0.48,0,0
0,0,1,0,0,0,0,-0.9408749999999999,0,-0.6666666666666666,0,0.0,-0.5,0.72,0,0
0,0,1,0,1,0,0,-0.429425,0,0.0,0,-0.3333333333333333,0.0,0.74,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.64,1,0
0,0,0,1,0,0,0,0,0,0.0,1,0.3333333333333333,0.0,0.56,0,0
0,0,0,0,1,1,0,-0.7347,0,-0.6666666666666666,1,0.6666666666666666,0.0,0.65,0,0
0,0,1,0,-1,1,1,-0.502625,0,-0.4444444444444444,1,1.0,0.0,0.76,0,0
0,0,1,1,-1,1,0,0,0,0.0,1,1.3333333333333333,0.0,0.75,2,0
0,0,0,1,0,0,0,-0.449575,0,-0.1111111111111111,1,0.3333333333333333,0.0,0.49,0,0
0,0,0,1,-1,0,0,0,0,0.1111111111111111,1,0.6666666666666666,0.0,-1,0,0
0,0,1,0,0,0,0,0,0,0.0,0,0.3333333333333333,0.0,0.67,0,0
0,0,1,0,0,1,0,-0.609375,0,-0.3333333333333333,1,0.6666666666666666,0.0,0.71,0,0
0,0,0,1,-1,0,0,0,0,0.1111111111111111,1,1.0,0.5,-1,2,2
1,0,1,1,-1,1,0,0,0,0.0,1,0.3333333333333333,0.0,0.74,0,0
0,0,1,0,0,0,0,-0.501375,0,-0.3333333333333333,0,0.0,0.0,0.71,0,0
0,0,0,0,0,0,0,-1.0455999999999999,-1,-1,0,-0.3333333333333333,0.0,0.53,0,0
