ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,scored_last_point,score_diff,break_point_diff,speed_mph,game_victor,set victor
0,0,1,1,1,0,1,-0.294825,0,0.0,1,0.3333333333333333,0.0,0.69,0,0
0,0,1,0,1,1,1,-0.59785,0,-0.4444444444444444,1,0.6666666666666666,0.0,0.75,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,1.0,0.0,0.66,0,0
0,0,1,0,0,0,0,-1.18925,0,-1.0,0,0.6666666666666666,0.0,0.75,0,0
0,0,0,0,1,1,0,-0.731275,0,-0.6666666666666666,1,1.0,0.0,0.59,2,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.62,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.71,0,0
0,0,1,0,-1,0,0,-0.36175,0,-0.2222222222222222,0,-1.0,0.0,0.75,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-1.3333333333333333,0.0,0.72,1,0
0,0,0,0,1,0,0,-0.8317249999999999,-1,-0.7777777777777778,0,-0.3333333333333333,0.0,0.5,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,0.0,0.0,0.75,0,0
0,0,1,0,1,0,0,-0.42539999999999994,-1,-0.1111111111111111,0,-0.3333333333333333,0.0,0.79,0,0
0,0,0,0,0,0,0,-1,0,-0.8888888888888888,1,0.0,0.0,0.49,0,0
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0,-0.3333333333333333,0.0,-1,0,0
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0,-0.6666666666666666,0.0,-1,1,0
0,0,0,0,1,0,0,-0.25545,0,0.0,0,-0.3333333333333333,0.0,0.55,0,0
0,0,1,0,0,0,0,-0.731275,0,-0.4444444444444444,0,-0.6666666666666666,0.0,0.72,0,0
0,0,0,0,0,1,0,-1.0806749999999998,0,-1.0,1,-0.3333333333333333,0.0,0.53,0,0
0,0,1,0,0,0,0,-0.508775,-1,-0.4444444444444444,0,-0.6666666666666666,0.0,0.74,0,0
0,0,1,0,0,0,0,-0.55995,0,-0.2222222222222222,0,-1.0,0.0,0.66,1,0
0,0,1,0,0,1,0,-0.5927749999999999,0,-0.6666666666666666,1,0.3333333333333333,0.0,0.69,0,0
0,0,1,0,-1,0,0,-0.6753250000000001,0,-0.5555555555555556,0,0.0,0.0,0.67,0,0
0,0,1,0,-1,0,0,-0.6107,0,-0.3333333333333333,0,-0.3333333333333333,0.0,0.66,0,0
0,0,0,1,0,1,0,-0.289625,0,0.0,1,0.0,0.0,0.45,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,0.3333333333333333,0.0,0.64,0,0
0,0,1,0,0,0,0,-0.4936249999999999,0,-0.3333333333333333,0,0.0,0.0,0.74,0,0
0,0,0,0,1,0,0,-0.275875,-1,-0.1111111111111111,0,-0.3333333333333333,0.0,0.59,0,0
0,0,0,1,0,1,0,-0.366825,0,-0.2222222222222222,1,0.0,0.0,0.46,0,0
0,0,1,1,0,1,0,-0.29450000000000004,0,-0.2222222222222222,1,0.3333333333333333,0.0,0.66,0,0
0,0,1,1,0,1,0,-0.35855000000000004,0,0.0,1,0.6666666666666666,0.0,0.73,2,0
0,0,0,0,1,0,0,-0.399875,-1,0.0,0,-0.3333333333333333,0.0,0.53,0,0
0,0,0,0,0,0,0,-0.6329,0,-0.2222222222222222,0,-0.6666666666666666,0.0,0.39,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-1.0,0.0,0.6,0,0
0,0,1,0,0,1,0,-0.503525,0,-0.3333333333333333,1,-0.6666666666666666,0.0,0.7,0,0
0,0,1,0,1,0,0,-0.2651,0,0.0,0,-1.0,0.0,0.76,1,0
0,0,1,0,-1,0,0,-0.559975,-1,-0.1111111111111111,0,-0.3333333333333333,0.0,0.73,0,0
0,0,0,0,1,1,0,-0.49392499999999995,0,-0.4444444444444444,1,0.0,0.0,0.45,0,0
0,0,1,0,0,0,0,-0.387675,0,-0.1111111111111111,0,-0.3333333333333333,0.0,0.65,0,0
0,0,1,1,-1,1,1,-0.44305000000000005,0,-0.2222222222222222,1,0.0,0.0,0.7,0,0
0,0,1,0,0,1,1,-0.7062,0,-0.6666666666666666,1,0.3333333333333333,0.0,0.66,0,0
0,0,1,1,0,0,0,-0.42805,0,0.0,1,0.6666666666666666,0.0,0.7,2,0
0,0,1,0,0,0,0,-0.320875,0,0.0,0,-0.3333333333333333,0.0,0.64,0,0
0,0,1,0,0,0,0,-0.4965,0,-0.3333333333333333,1,0.0,0.0,0.63,0,0
0,0,1,0,1,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.68,0,0
0,0,0,0,1,1,0,-0.8162499999999999,0,-0.7777777777777778,1,0.0,0.0,0.51,0,0
0,0,1,0,0,0,0,-0.447675,0,-0.2222222222222222,0,-0.3333333333333333,0.0,0.64,0,0
0,0,1,0,1,1,0,-0.369975,0,-0.3333333333333333,1,0.0,0.0,0.73,0,0
0,0,1,0,0,0,0,-0.25735,0,0.0,0,-0.3333333333333333,0.0,0.77,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.77,1,0
0,0,1,0,-1,0,0,-0.500875,-1,-0.1111111111111111,0,-0.3333333333333333,0.0,0.75,0,0
0,0,1,1,1,0,0,-0.25789999999999996,0,0.0,1,0.0,0.0,0.71,0,0
0,0,1,1,0,0,1,-0.33425,0,0.0,1,0.3333333333333333,0.0,0.67,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,0.6666666666666666,0.0,0.69,0,0
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0,0.3333333333333333,0.0,-1,0,0
0,0,1,0,1,0,0,-0.6468,0,-0.3333333333333333,0,0.0,0.0,0.66,0,0
0,0,1,1,0,0,0,-0.26335,0,0.0,1,0.3333333333333333,0.0,0.74,0,0
0,0,0,0,1,0,0,-0.3493,-1,-0.1111111111111111,0,0.0,0.0,0.48,0,0
0,0,0,0,1,0,0,-0.73805,0,-0.4444444444444444,1,0.3333333333333333,0.0,0.58,0,0
0,0,1,1,0,0,0,-0.35525,0,0.0,1,0.6666666666666666,0.0,0.74,2,0
0,0,1,0,1,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.71,0,0
0,0,0,0,0,0,0,-0.41872500000000007,0,-0.2222222222222222,0,-0.6666666666666666,0.0,0.41,0,0
0,0,0,0,1,1,1,-1.0478,0,-1.0,1,-0.3333333333333333,0.0,0.54,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.74,0,0
0,0,1,0,1,0,0,-0.2713,0,0.0,0,-1.0,0.0,0.78,1,1
0,0,1,1,0,1,0,-0.32025,0,-0.2222222222222222,1,0.3333333333333333,0.0,0.71,0,0
0,0,1,1,-1,0,1,-0.5299,0,-0.2222222222222222,1,0.6666666666666666,0.0,0.7,0,0
0,0,0,0,-1,0,0,-0.328275,-1,-0.1111111111111111,0,0.3333333333333333,0.0,0.61,0,0
0,0,0,1,1,0,0,-0.311025,0,0.0,1,0.6666666666666666,0.0,0.43,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,1.0,0.0,0.75,2,0
0,0,1,0,0,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.67,0,0
0,0,1,0,1,0,0,-0.8599,0,-0.6666666666666666,0,-0.6666666666666666,0.0,0.73,0,0
0,0,1,0,0,0,0,-0.5865,-1,-0.4444444444444444,0,-1.0,0.0,0.59,0,0
0,0,0,0,1,0,0,0,0,0.0,0,-1.3333333333333333,0.0,0.6,1,0
0,0,1,1,0,1,0,-0.342375,0,-0.2222222222222222,1,0.3333333333333333,0.0,0.69,0,0
0,0,0,1,1,0,0,-0.396625,0,-0.2222222222222222,1,0.6666666666666666,0.0,0.65,0,0
0,0,1,1,-1,1,1,-0.390025,0,-0.2222222222222222,1,1.0,0.0,0.63,0,0
0,0,1,1,-1,1,1,-0.3635,0,-0.2222222222222222,1,1.3333333333333333,0.0,0.7,2,0
0,0,1,0,1,0,0,-0.661625,0,-0.3333333333333333,1,0.3333333333333333,0.0,0.58,0,0
0,0,0,1,-1,0,0,0,0,0.1111111111111111,1,0.6666666666666666,0.0,-1,0,0
0,0,1,0,1,1,1,-0.82325,0,-0.7777777777777778,1,1.0,0.0,0.7,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,0.6666666666666666,-0.5,0.72,0,0
0,0,1,0,0,0,0,-0.407625,0,-0.2222222222222222,0,0.3333333333333333,-0.5,0.7,0,0
0,0,1,0,0,0,0,-1,0,-0.7777777777777778,1,0.6666666666666666,0.5,0.76,2,0
0,0,0,0,0,0,0,-0.3363,-1,-0.1111111111111111,0,-0.3333333333333333,0.0,0.63,0,0
0,0,1,1,0,1,0,-0.33625,0,-0.2222222222222222,1,0.0,0.0,0.72,0,0
0,0,1,0,-1,0,0,-0.471375,0,-0.3333333333333333,0,-0.3333333333333333,0.0,0.71,0,0
0,0,1,0,0,1,1,-0.7836000000000001,0,-0.4444444444444444,1,0.0,0.0,0.75,0,0
0,0,1,1,-1,1,1,-0.363775,0,-0.2222222222222222,1,0.3333333333333333,0.0,0.65,0,0
0,0,0,0,0,0,0,-0.321275,-1,-0.1111111111111111,0,0.0,0.0,0.47,0,0
0,0,0,0,0,1,0,-0.73995,0,-0.6666666666666666,1,0.3333333333333333,0.0,0.6,0,0
0,0,0,0,-1,1,1,-0.539025,0,-0.4444444444444444,1,0.6666666666666666,0.0,0.64,2,0
0,0,1,0,1,0,0,-0.712325,0,-0.4444444444444444,0,-0.3333333333333333,0.0,0.62,0,0
0,0,1,0,0,1,0,-0.90115,0,-0.7777777777777778,1,0.0,0.0,0.73,0,0
0,0,1,0,0,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.62,0,0
