point_no,p1_momentum,p2_momentum
1,-0.23929291666666666,0.23996902452708713
2,0.06041564989961731,-0.010976641887851288
3,0.20209378319948973,-0.19088766431143683
4,-0.055745383467176945,-0.047059074237973175
5,0.22848334993307817,-0.18540792273771717
6,0.35348083333333336,-0.34929453131638744
7,-0.2786089528218697,0.282720338791643
8,-0.3751654056437389,0.4186305860624882
9,-0.12409090786163646,0.2083714758610953
10,0.056001083904240745,-0.05548125
11,-0.07812456340158562,0.22619988706945232
12,0.05211547407636828,-0.09068302959721433
13,-0.21580916616551238,0.19729541666666667
14,-0.44216406339231373,0.33851189252776204
15,0.192866553736119,-0.159454919792599
16,-0.12414011293054766,0.0016245412803214537
17,0.06970697040278567,-0.39456396477945643
18,-0.09205291666666666,0.13112691002628615
19,0.1705463795302925,-0.33683624152282543
20,0.4839360757941736,-0.3143270829057281
21,-0.3391206873348882,0.2011564924608402
22,-0.387824310733499,0.43881440912750685
23,-0.04849328093568842,0.17766512953029254
24,-0.19659752178949083,0.45120554619695924
25,-0.09162760806390277,0.12411512953029254
26,0.13467650883730986,0.10115649246084019
27,-0.1004397866166648,0.26666666666666666
28,-0.013400856553283519,-0.07982416666666665
29,-0.25493747668421807,0.10512197040278566
30,0.06038875055963451,-0.137315946263881
31,-0.09642083753692549,0.185733107472238
32,-0.1335884624295295,-0.22116855919442865
33,0.21291166637644532,-0.20713344626388097
34,0.4134591417112879,-0.333599053736119
35,-0.1729710241389047,0.12278362773958704
36,-0.344045607472238,0.3000155226749415
37,-0.5714794704027857,0.4390537866579149
38,-0.24356935747223799,0.3036511708230898
39,-0.08594737046970745,0.07317466973977413
40,-0.3830286204697075,0.18104782754323143
41,-0.13689219067405534,0.27297762953029253
42,-0.4028313481117033,0.4065135757941736
43,-0.4988450816713962,0.5855217795972143
44,-0.3145733841405321,0.31366564252776197
45,-0.48895282638039095,0.6127098091944286
46,-0.2521683333333333,0.14875187873448315
47,0.09245890760608153,-0.03827059921966135
48,-0.12851287199113282,0.2839487795148222
49,0.12463182427274819,0.008333343246321429
50,-0.16567613706945233,0.21743306522910777
51,-0.2530742445416903,0.34586196514092427
52,0.16187484300892463,-0.155753107472238
53,0.3511096774255735,-0.330760303736119
54,-0.014531997290663234,-0.17706666666666665
55,0.13859946013290686,-0.428826553736119
56,0.03652099476387738,-0.08969863706945232
57,0.22614226371203994,-0.42422905373611897
58,-0.20137682939644902,0.14990735094339336
59,0.07936900393688433,-0.12450519875386593
60,-0.142866553736119,0.2315059101526599
61,-0.4108570833333333,0.2711789720263961
62,-0.21989729259468377,0.08020208419457076
63,-0.044789375928017114,-0.07278329321716115
64,0.2059560407386495,-0.17080523361251768
65,-0.11483469626388099,-0.039427416391636265
66,-0.27190511293054764,0.16777331816295293
67,-0.39066124999999996,0.42040510202670905
68,-0.21706734637423547,0.247249696263881
69,0.11991812558988477,0.0
70,-0.18474196479812235,0.21595166666666668
71,0.18879128994643846,-0.08093355919442866
72,-0.10856511956002696,0.185733107472238
73,0.08194528728008926,-0.08952052959721432
74,0.25059615249118256,-0.12619988706945234
75,-0.10975096034408463,0.048074809194428664
76,-0.27736931394629283,0.1972552258610953
77,-0.5040310898340283,0.32380011293054767
78,-0.186062803736119,0.2448457031097886
79,0.02839802959721431,-0.07716309658747078
80,-0.128351857472238,0.2725984656949035
81,-0.34950227413890467,0.2817913293893495
82,-0.425527161208357,0.509962836255482
83,0.11747692634225784,-0.18212902566033
84,0.3176923331823743,-0.41012375
85,0.17834284625731323,-0.12380011293054764
86,0.1879404207387098,-0.5216792795972143
87,-0.010289271815692128,-0.16777844626388097
88,-0.16873687042854965,0.021280000000000007
89,0.02647983371607107,-0.2547536370694523
90,0.37212271112780343,-0.292866553736119
91,-0.12213142420582647,0.2382594898189704
92,-0.29531477413890467,0.3644130554025574
93,-0.135733107472238,-0.1070244714800746
94,0.09228192060355098,-0.13954046694452918
95,-0.28884069232699666,-0.11355723401392293
96,0.05827472433966997,-0.11942015144936141
97,0.14046677959721435,-0.4049641704087973
98,0.005676892527761997,0.013998779754257895
99,0.17086802959721434,-0.2646299253852591
100,0.374644696263881,-0.3738836834348287
101,0.19395657713386966,-0.17494894080557133
