point_no,p1_momentum,p2_momentum
1,-0.272391975308642,0.21851666666666666
2,0.03558078437156633,-0.0453525
3,-0.23610343729002092,0.214103446263881
4,-0.1051888019866482,-0.06906644080557134
5,0.2825372397687492,-0.12619988706945234
6,0.03025537325357091,0.1
7,0.2552012179638877,-0.25224541666666667
8,-0.07304577880465246,0.09211932427274819
9,0.06074627056679055,-0.15855681279670414
10,0.21965949789720302,-0.3763140090605851
11,-0.06777921646590135,0.3594549941754388
12,0.12861033879164302,-0.030583902960583526
13,0.2717682554583096,-0.20188049154149149
14,0.022182309194428658,0.06247119801335216
15,-0.12619988706945234,0.2871129739010877
16,0.10184177959721433,0.0966996192906714
17,-0.20508541666666666,0.220829791419584
18,-0.4090608333333333,0.31352184138855843
19,0.2947423082821418,-0.12851287199113282
20,0.2820417439082437,-0.44426453865779947
21,0.14520664690648022,-0.08551738706945232
22,0.0904162498982678,-0.4113564408055713
23,0.5104300724101553,-0.435733107472238
24,-0.2898038629305476,0.17045172162830696
25,-0.42471875,0.3216924601644621
26,-0.5571334462638811,0.5830242162055735
27,-0.8414514758610954,0.664450637223232
28,0.15038570936413484,-0.21462652053662928
29,0.42456558048996573,-0.32242862046970744
30,0.48276839705717584,-0.56571125
31,0.26266715461094575,-0.2782020833333333
32,0.07798367534736184,-0.09272488706945232
33,-0.1213888786347337,0.11928730919442868
34,-0.005927289252895929,-0.16001632787502365
35,0.30530077334402156,-0.26658549454169034
36,-0.277703114451973,0.2648821234563667
37,-0.05038841818809203,-0.15250428706366143
38,-0.17050613706945233,0.19597390517619773
39,-0.292866553736119,0.38333149556420476
40,-0.49719447040278564,0.5618766576953265
41,0.02150567265495279,-0.227021857472238
42,0.3351565328709179,-0.40005072040278566
43,0.49738613146510907,-0.5768279166666667
44,0.21017349054287543,-0.29827322040278564
45,0.2887760915262048,-0.5327814408055713
46,-0.16699613706945232,0.3096720721574078
47,0.1,0.033463221161189494
48,-0.20713344626388097,0.2717437110014297
49,-0.026109279597214333,-0.13889542302405933
