ace,double_fault,first_serve,fast_win,return_depth,winner,net_win_rate,distance,unforced_error,rally,scored_last_point,score_diff
1.0,0.0,1.0,1.0,0,1.0,0,-0.25529999999999997,0.0,0.0,1,0.3333333333333333
0.5,0.0,0.5,0.5,0,0.5,0,-0.45519999999999994,0.0,-0.3333333333333333,0,0.0
0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0,0.0,0.0,1,0.3333333333333333
0.0,0.0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,-0.9444750000000001,0.0,-0.5555555555555556,0,0.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,0,0,0.0,0.0,1,0.3333333333333333
0.0,0.0,0.3333333333333333,0.3333333333333333,0,0.0,0,-1,0.0,-1,1,0.6666666666666666
0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0,-0.33125,0.0,0.0,0,-0.3333333333333333
0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0,-1,0.0,-1,1,0.0
0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,-0.8498750000000002,0.0,-1.0,1,0.3333333333333333
0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1.0649,0.0,-1,0,0.0
0.0,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0,0,0.0,0.0,0,-0.3333333333333333
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,-0.30874999999999997,0.0,0.0,0,-0.6666666666666666
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,-0.5938,0.0,-0.4444444444444444,1,0.3333333333333333
0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0,-0.28015,-0.3333333333333333,0.1111111111111111,0,0.0
0.0,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0,0,-0.3333333333333333,0.0,1,0.3333333333333333
0.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0,0,-0.3333333333333333,0.0,1,0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,-1,0.0,-1,1,1.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,-0.766475,0.0,-0.6666666666666666,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,-0.34825,0.0,-0.2222222222222222,0,-0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,-0.4761,-0.3333333333333333,-0.2222222222222222,0,-1.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0,-1.01505,-0.3333333333333333,-1,1,-0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0,-0.356025,-0.3333333333333333,0.0,0,-1.0
0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0,-0.39875,0.0,-0.3333333333333333,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,-0.272975,0.0,-0.2222222222222222,1,0.0
0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,-0.50035,0.0,-0.4444444444444444,1,0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0,0.0,0.0,1,0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,-0.33215,0.0,-0.2222222222222222,1,1.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0,-0.509525,0.0,-0.1111111111111111,1,0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,-1,0.0,-1,1,0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,-0.331475,0.0,0.0,0,0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0,-0.54245,0.0,-0.5555555555555556,1,0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,-0.2934,0.0,0.0,0,0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,-0.3101,0.0,0.0,0,0.0
0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0,-0.29165,0.0,-0.1111111111111111,1,0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0,-0.511625,0.0,-0.2222222222222222,0,0.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0,-0.8894249999999999,0.0,-0.2222222222222222,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,-1,0.0,-1,1,0.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0,-0.332925,0.0,0.0,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0,-0.388675,0.0,-0.2222222222222222,0,-0.6666666666666666
0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0,-0.39615,0.0,-0.2222222222222222,1,0.3333333333333333
0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0,-0.40905,0.0,-0.2222222222222222,1,0.6666666666666666
0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0,-0.277075,0.0,-0.2222222222222222,1,1.0
0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,-0.3332,0.0,-0.2222222222222222,1,1.3333333333333333
0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,0.0,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0,-0.3333333333333333,0.0,0,-0.6666666666666666
