ace,double_fault,first_serve,fast_win,return_depth,winner,net_win_rate,distance,unforced_error,rally,scored_last_point,score_diff
0.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,1,0.3333333333333333
0.0,0.0,1.0,0.5,0,0.0,0,-0.6826749999999999,0.0,-0.3333333333333333,0,0.0
0.0,0.0,0.6666666666666666,0.3333333333333333,0,0.0,0,0,0.0,-0.1111111111111111,0,-0.3333333333333333
0.0,0.0,0.3333333333333333,0.3333333333333333,0,0.0,0,0,0.0,0.0,1,0.0
0.0,0.0,0.3333333333333333,0.3333333333333333,0,0.0,0.0,-0.3419,-0.3333333333333333,-0.1111111111111111,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0,0.0,0.0,-0.3176,-0.3333333333333333,0.0,1,0.0
0.0,0.0,1.0,0.3333333333333333,0,0.3333333333333333,0.5,-0.613275,-0.3333333333333333,-0.4444444444444444,1,0.3333333333333333
0.0,0.0,1.0,0.3333333333333333,0,0.3333333333333333,1.0,-0.7394999999999999,0.0,-0.5555555555555556,0,0.0
0.0,0.0,1.0,0.0,0,0.3333333333333333,1.0,-0.8399750000000001,0.0,-0.6666666666666666,1,0.3333333333333333
0.0,0.0,1.0,0.3333333333333333,0,0.0,0,-0.32039999999999996,0.0,0.0,1,0.6666666666666666
0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0,-0.38322500000000004,0.0,-0.1111111111111111,1,0.3333333333333333
0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0,-0.625025,0.0,-0.5555555555555556,1,0.6666666666666666
0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-0.7147249999999999,0.0,-0.5555555555555556,1,1.0
0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-0.5084500000000001,0.0,-0.2222222222222222,0,0.6666666666666666
0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0,-0.309825,0.0,-0.2222222222222222,0,0.3333333333333333
0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0,-0.5883,0.0,-0.3333333333333333,1,0.6666666666666666
