ace,double_fault,first_serve,fast_win,return_depth,winner,net_win_rate,distance,unforced_error,rally,scored_last_point,score_diff
0.0,0.0,1.0,1.0,0,0.0,0,-0.263575,0.0,0.0,1,0.3333333333333333
0.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,1,0.6666666666666666
0.0,0.0,1.0,0.6666666666666666,0,0.0,0.0,-0.40495000000000003,0.0,-0.1111111111111111,0,0.3333333333333333
0.0,0.0,1.0,0.6666666666666666,0,0.3333333333333333,0.0,-0.336775,0.0,-0.2222222222222222,1,0.6666666666666666
0.0,0.0,1.0,0.6666666666666666,0,0.3333333333333333,0.0,0,0.0,0.0,1,1.0
0.0,0.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0,-1,0.0,-1,1,0.3333333333333333
0.0,0.0,1.0,0.6666666666666666,0.5,0.0,0,-0.5134000000000001,0.0,-0.3333333333333333,1,0.6666666666666666
0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,-0.870275,0.0,-0.7777777777777778,1,1.0
0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,-0.325825,0.0,-0.2222222222222222,0,0.6666666666666666
0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,-0.29837499999999995,0.0,0.0,0,0.3333333333333333
0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0,-0.797875,-0.3333333333333333,-0.6666666666666666,0,0.0
0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0,-0.49742499999999995,-0.6666666666666666,-0.4444444444444444,0,-0.3333333333333333
0.0,0.0,1.0,0.6666666666666666,-0.3333333333333333,0.0,0,0,-0.6666666666666666,0.0,0,-0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,-0.3333333333333333,0.0,1.0,-0.634375,-0.3333333333333333,-0.4444444444444444,1,0.3333333333333333
0.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.0,1.0,0,0.0,0.0,1,0.6666666666666666
0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.0,-0.503725,0.0,-0.4444444444444444,1,1.0
0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.0,-0.499375,0.0,-0.4444444444444444,1,1.3333333333333333
0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.0,-0.95555,0.0,-0.7777777777777778,1,0.3333333333333333
0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,-0.49990000000000007,0.0,0.0,0,0.0
0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,-0.41212499999999996,-0.3333333333333333,-0.2222222222222222,0,-0.3333333333333333
0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,-0.5674,-0.3333333333333333,-0.3333333333333333,1,0.0
0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,0,-0.3333333333333333,0.0,0,-0.3333333333333333
0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,0,-0.57735,-0.3333333333333333,-0.4444444444444444,0,-0.6666666666666666
0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0,0,-1.0605,-0.3333333333333333,-0.8888888888888888,1,0.3333333333333333
0.0,0.0,0.6666666666666666,0.0,-0.3333333333333333,0.3333333333333333,1.0,-0.771375,-0.3333333333333333,-0.4444444444444444,1,0.6666666666666666
0.0,0.0,1.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.0,-0.29722499999999996,0.0,0.0,1,1.0
0.0,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.0,-0.338275,0.0,-0.1111111111111111,0,0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,-0.3333333333333333,0.0,0,-0.267875,0.0,0.0,1,1.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,-0.385,0.0,0.0,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0,-0.39375,0.0,-0.1111111111111111,1,0.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0,-1,0.0,-1,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,-1.14585,0.0,-1,1,0.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,-0.36829999999999996,0.0,-0.1111111111111111,1,0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,-1,0.0,-1,1,0.6666666666666666
