ace,double_fault,first_serve,fast_win,return_depth,winner,net_win_rate,distance,unforced_error,rally,scored_last_point,score_diff
0.0,0.0,1.0,1.0,0,0.0,0,-0.39175,0.0,0.0,1,0.3333333333333333
0.5,0.0,1.0,1.0,0,0.5,0,0,0.0,0.0,1,0.6666666666666666
0.3333333333333333,0.0,1.0,0.6666666666666666,0,0.3333333333333333,0.0,-0.5669500000000001,0.0,-0.5555555555555556,0,0.3333333333333333
0.3333333333333333,0.0,1.0,0.6666666666666666,0,0.3333333333333333,0.0,0,0.0,0.0,1,0.6666666666666666
0.0,0.0,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.5,-0.8620000000000001,0.0,-0.6666666666666666,1,1.0
0.0,0.0,0.6666666666666666,0.3333333333333333,-1.0,0.3333333333333333,1.0,0,0.0,0.0,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.3333333333333333,-0.5,0.3333333333333333,1.0,-0.9746499999999999,0.0,-0.8888888888888888,0,-0.6666666666666666
0.0,0.0,0.6666666666666666,0.3333333333333333,-0.6666666666666666,0.0,0,0,0.0,0.0,0,-1.0
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,-0.480325,0.0,0.0,0,-1.3333333333333333
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0,-0.3333333333333333,-0.1111111111111111,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,-0.3096,-0.3333333333333333,0.0,1,0.0
0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,0,-0.3333333333333333,0.0,1,0.3333333333333333
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1,0.6666666666666666
0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.5,-0.475925,0.0,-0.1111111111111111,0,0.3333333333333333
0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.5,-0.783925,0.0,-0.6666666666666666,1,0.6666666666666666
0.0,0.0,1.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.5,0,0.0,0.0,0,-0.3333333333333333
0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,-0.72215,0.0,-0.4444444444444444,0,-0.6666666666666666
0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0,-0.8777000000000001,0.0,-0.2222222222222222,0,-1.0
0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0,-0.295175,0.0,0.0,0,-1.3333333333333333
0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0,-0.25725,-0.3333333333333333,-0.1111111111111111,0,-0.3333333333333333
0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,-0.45187499999999997,-0.3333333333333333,0.0,1,0.0
0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,-0.418525,-0.3333333333333333,0.0,1,0.3333333333333333
0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,-0.500625,0.0,-0.2222222222222222,1,0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,-0.4199,0.0,-0.4444444444444444,1,1.0
0.0,0.0,0.6666666666666666,0.6666666666666666,-0.3333333333333333,0.3333333333333333,1.0,-0.5913999999999999,0.0,-0.2222222222222222,0,-0.3333333333333333
0.0,0.0,0.6666666666666666,0.6666666666666666,-0.6666666666666666,0.3333333333333333,1.0,-0.7868999999999999,0.0,-0.4444444444444444,0,-0.6666666666666666
0.0,0.0,0.6666666666666666,0.6666666666666666,-1.0,0.0,0,0,0.0,0.0,0,-1.0
0.0,0.0,0.6666666666666666,0.6666666666666666,-1.0,0.0,0,-0.36007500000000003,0.0,0.0,0,-1.3333333333333333
0.0,0.0,0.3333333333333333,0.3333333333333333,-1.0,0.3333333333333333,0,-0.746325,0.0,-0.6666666666666666,1,0.3333333333333333
0.0,0.0,0.6666666666666666,0.0,-1.0,0.6666666666666666,1.0,-0.35295,0.0,-0.4444444444444444,1,0.6666666666666666
0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-1.0,1.0,1.0,-0.3382,0.0,0.0,1,1.0
0.6666666666666666,0.0,1.0,0.6666666666666666,-1.0,1.0,1.0,0,0.0,0.0,1,1.3333333333333333
