ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,break_point_diff,speed_mph
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.52
0,0,1,0,0,0,0,-0.47395,0,-0.2222222222222222,0.0,0.75
0,0,0,0,1,1,0,-0.520825,0,-0.5555555555555556,0.0,0.51
0,0,1,0,0,0,0,-0.306075,0,-0.2222222222222222,0.0,0.71
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.76
0,0,1,1,0,1,1,-0.34535,0,-0.2222222222222222,0.0,0.61
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.67
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.79
0,0,1,0,0,0,0,-0.41797500000000004,0,-0.3333333333333333,0.0,0.53
0,0,1,0,0,0,0,-0.2526,-1,-0.1111111111111111,0.0,0.7
0,0,0,1,1,0,0,-0.288825,0,0.0,0.0,0.58
0,0,1,0,-1,0,0,-0.34475,0,-0.2222222222222222,0.0,0.74
0,0,0,1,1,0,0,-0.31135,0,-0.1111111111111111,0.0,0.47
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.56
0,0,1,0,0,1,0,-0.479375,0,-0.3333333333333333,0.0,0.41
0,0,0,1,1,0,0,-0.32575,0,-0.1111111111111111,0.0,0.55
0,0,1,0,0,0,0,-0.685825,0,-0.3333333333333333,0.5,0.7
0,0,0,0,1,0,0,-0.332675,-1,-0.1111111111111111,0.0,0.43
0,0,0,0,0,1,1,-0.5671,0,-0.4444444444444444,0.0,0.56
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.63
0,0,0,1,0,1,1,-0.336075,0,-0.2222222222222222,0.0,0.42
0,0,0,0,1,0,0,-0.30732499999999996,-1,-0.1111111111111111,0.0,0.55
0,0,0,0,-1,0,0,-0.3346,0,-0.1111111111111111,0.0,0.65
0,0,1,0,1,0,0,-0.664025,0,-0.5555555555555556,0.0,0.6
0,0,0,1,0,0,0,-0.5163249999999999,0,-0.2222222222222222,0.0,0.55
0,0,1,1,-1,0,0,0,0,0.0,0.0,0.73
0,0,1,1,1,0,0,-0.43384999999999996,0,-0.2222222222222222,0.0,0.54
0,0,1,1,0,1,0,-0.25067500000000004,0,-0.1111111111111111,0.0,0.62
0,0,1,1,1,0,0,-0.3226,0,-0.1111111111111111,0.0,0.73
0,0,1,0,0,0,0,-0.2633,0,0.0,0.0,0.77
0,0,1,0,1,1,1,-0.8536249999999999,0,-0.7777777777777778,0.0,0.7
0,0,0,0,0,1,0,-0.8365,0,-0.7777777777777778,0.5,0.45
0,0,0,0,0,0,0,-0.26432500000000003,-1,-0.1111111111111111,0.0,0.56
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.69
0,0,1,0,0,1,0,-0.5589999999999999,0,-0.4444444444444444,0.0,0.71
0,0,0,1,0,0,1,-0.597075,0,-0.2222222222222222,0.0,0.57
0,0,1,1,1,0,0,0,0,0.0,0.0,0.55
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.77
0,0,0,0,0,0,0,0,-1,0.0,0.0,0.46
0,0,1,0,0,0,0,-0.8102,0,-0.5555555555555556,0.0,0.69
0,0,1,0,0,0,0,-0.31367500000000004,0,-0.2222222222222222,0.0,0.65
0,0,0,1,0,0,0,-0.354275,0,-0.1111111111111111,0.0,0.46
0,0,1,0,1,0,0,0,0,0.0,0.0,0.72
0,0,0,0,1,0,0,-0.49312500000000004,-1,-0.3333333333333333,0.0,0.55
0,0,1,1,0,0,0,-0.584025,0,0.0,0.0,0.71
0,0,0,1,0,1,0,-0.26825,0,-0.2222222222222222,0.0,0.57
0,0,1,0,0,0,0,-0.736375,0,-0.4444444444444444,0.0,0.63
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.73
0,0,0,0,1,0,0,-0.8824,0,-0.7777777777777778,0.0,0.42
