ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,break_point_diff,speed_mph
0,0,1,0,0,0,0,-0.5103500000000001,0,-0.2222222222222222,0.0,0.73
0,0,1,0,0,0,0,-0.338625,0,-0.2222222222222222,0.0,-1
0,0,0,1,1,0,0,-0.383425,0,-0.1111111111111111,0.0,0.38
0,0,0,0,1,0,0,-0.2953,0,0.0,0.0,0.4
0,0,0,1,0,0,0,-0.36845,0,-0.1111111111111111,0.0,0.51
0,0,1,0,-1,0,0,-0.288925,0,0.0,0.0,0.71
0,0,0,0,0,0,0,-0.63905,-1,-0.5555555555555556,0.0,0.43
0,0,1,1,1,0,0,-0.2688,0,0.0,0.0,0.61
0,0,1,0,0,0,0,-1.108575,0,-1.0,0.0,0.68
0,0,0,0,0,0,0,-0.567925,-1,-0.3333333333333333,0.0,0.36
0,0,1,1,1,0,0,-0.28452500000000003,0,0.0,0.0,0.55
0,0,0,1,-1,1,1,-0.40314999999999995,0,-0.2222222222222222,0.0,0.38
0,0,0,0,1,0,0,-1,0,-1,0.0,0.47
0,0,1,1,0,0,0,-0.456825,0,0.0,0.0,0.68
0,0,1,0,0,0,0,-0.3403,0,0.0,0.0,0.73
0,0,0,1,1,0,0,-0.37025,0,-0.1111111111111111,0.0,0.39
0,0,0,1,1,0,0,-0.35550000000000004,0,-0.1111111111111111,0.0,0.54
0,0,0,1,0,0,0,-0.45499999999999996,0,-0.1111111111111111,0.0,0.39
0,0,0,0,0,0,0,-1.077475,-1,-0.6666666666666666,-0.5,0.45
0,0,0,0,0,1,0,-0.8474499999999999,0,-1.0,0.5,0.71
0,0,1,0,1,0,0,-0.268875,-1,-0.1111111111111111,0.0,0.69
0,0,1,1,1,0,0,-0.25092499999999995,0,0.0,0.0,0.71
0,0,1,1,0,0,1,-0.351475,0,0.0,0.0,0.6
0,0,0,1,1,0,0,-0.372675,0,0.0,0.0,0.34
0,0,1,0,1,0,0,-0.6277,0,-0.4444444444444444,0.0,0.73
0,0,1,0,0,0,0,-0.772575,0,-0.4444444444444444,0.0,0.58
0,0,0,0,1,0,0,-0.27215,0,0.0,0.0,0.52
0,0,1,1,0,0,0,-0.42334999999999995,0,-0.1111111111111111,0.0,0.57
0,0,1,0,0,0,0,-1,0,-1,0.0,0.75
0,0,0,0,0,1,0,-0.707725,0,-0.5555555555555556,0.0,0.44
0,0,1,1,1,0,0,-0.36110000000000003,0,-0.1111111111111111,0.0,0.66
0,0,1,0,1,0,0,-0.3139,0,0.0,0.0,0.72
0,0,1,1,0,0,0,-0.335175,0,-0.1111111111111111,0.0,0.67
0,0,1,0,1,0,0,-1.1182750000000001,-1,-0.8888888888888888,0.0,0.63
0,0,1,0,0,0,0,-0.45187499999999997,0,-0.2222222222222222,0.0,0.72
0,0,1,0,-1,1,1,-0.4753,0,-0.4444444444444444,0.0,0.6
0,0,1,0,1,0,0,-0.5897249999999999,-1,-0.3333333333333333,0.0,0.73
0,0,1,0,0,1,1,-0.5953,0,-0.4444444444444444,0.0,0.67
0,0,0,0,0,0,0,-0.707925,-1,-0.5555555555555556,0.0,0.38
0,0,1,1,-1,1,1,-0.390725,0,-0.2222222222222222,0.0,0.66
0,0,1,1,0,1,1,-0.65005,0,-0.2222222222222222,0.0,0.69
0,0,1,0,1,0,0,-1.00495,0,-0.4444444444444444,0.0,0.62
0,0,1,1,1,0,0,-0.49907500000000005,0,-0.1111111111111111,0.0,0.72
0,0,1,0,1,0,0,-0.898175,0,-0.7777777777777778,0.0,0.72
0,0,1,0,0,0,0,-0.7635,-1,-0.6666666666666666,0.0,0.62
0,0,1,0,1,0,0,-0.885775,0,-0.4444444444444444,0.0,0.58
0,0,1,0,0,0,0,-0.278775,0,0.0,0.0,0.77
0,0,1,0,1,0,0,-0.33895,-1,-0.1111111111111111,0.0,0.65
0,0,1,1,0,1,0,-0.7483500000000001,0,-0.2222222222222222,0.0,0.71
