ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,break_point_diff,speed_mph
0,0,0,0,0,1,0,-0.634,0,-0.7777777777777778,0.0,0.54
0,0,0,0,0,0,0,-0.37115,0,0.0,0.0,0.6
0,0,1,0,0,0,0,-0.26844999999999997,0,0.0,0.0,0.61
0,0,0,1,0,0,0,-0.37170000000000003,0,0.1111111111111111,0.0,-1
0,0,1,0,0,0,0,-0.71185,0,-0.4444444444444444,0.0,0.58
0,0,0,0,0,0,0,-0.4911,-1,-0.4444444444444444,0.0,0.53
0,0,0,1,0,0,0,0,0,0.0,0.0,0.55
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0.0,-1
0,0,1,1,1,0,0,0,0,0.0,0.0,0.65
0,0,0,1,0,0,0,-0.32565,0,0.0,0.0,0.49
0,0,1,0,0,0,0,-0.3608,-1,-0.1111111111111111,0.0,0.79
0,0,1,0,1,0,0,-0.5326500000000001,0,-0.5555555555555556,0.0,0.71
0,0,0,1,1,0,0,-0.358725,0,0.0,0.0,0.59
0,-1,0,0,0,0,0,0,-1,0.1111111111111111,0.0,-1
0,0,1,1,1,0,0,0,0,0.0,0.0,0.7
0,0,1,1,0,0,0,-0.4483499999999999,0,-0.2222222222222222,0.0,0.74
0,0,1,0,0,1,1,-0.883475,0,-0.5555555555555556,0.0,0.79
0,0,0,1,1,0,0,0,0,0.1111111111111111,0.0,-1
0,0,0,0,0,0,0,-0.45612499999999995,0,-0.2222222222222222,0.0,0.64
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.76
0,0,0,1,0,0,0,-0.31799999999999995,0,-0.1111111111111111,0.0,0.55
0,0,1,0,1,0,0,0,0,0.0,-0.5,0.79
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.6
0,0,1,0,0,1,1,-1.0153750000000001,0,-0.7777777777777778,0.0,0.8
0,0,1,0,1,0,0,-0.34605,0,0.0,0.0,0.71
0,0,1,0,0,0,0,-0.500075,0,-0.2222222222222222,0.0,0.74
0,0,1,0,1,0,0,-0.5532250000000001,0,-0.3333333333333333,0.0,0.66
0,0,1,0,1,0,0,-0.43130000000000007,0,-0.4444444444444444,0.0,0.7
0,0,1,0,0,0,0,-0.385125,0,-0.3333333333333333,0.0,0.74
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.72
0,0,0,0,0,0,0,-0.26189999999999997,-1,-0.1111111111111111,0.0,0.49
0,0,1,0,0,0,0,-0.31120000000000003,0,-0.1111111111111111,0.0,0.72
0,0,0,1,0,0,0,-0.325375,0,-0.1111111111111111,0.0,0.59
0,0,0,0,0,0,0,-0.41850000000000004,-1,-0.2222222222222222,0.0,0.68
0,0,1,0,0,0,0,-0.525875,0,-0.2222222222222222,0.0,0.62
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.76
0,0,1,0,1,0,0,0,0,0.0,0.0,0.58
0,0,1,1,1,0,0,0,0,0.0,0.0,0.67
0,0,1,1,0,1,1,-0.34867499999999996,0,-0.2222222222222222,0.0,0.69
0,0,1,1,-1,0,0,0,0,0.0,0.0,0.66
0,0,0,1,0,0,0,0,0,0.0,0.0,0.49
0,0,1,0,0,0,0,-0.5201,0,-0.4444444444444444,0.0,0.6
0,0,1,0,1,0,0,-0.68465,0,-0.4444444444444444,0.0,0.75
0,0,1,1,0,0,0,-0.304125,0,-0.1111111111111111,0.0,0.8
0,0,0,0,0,0,0,-0.6245,0,-0.4444444444444444,0.0,0.49
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.7
0,0,1,1,-1,0,0,0,0,0.0,0.0,0.77
0,0,0,1,0,0,0,0,0,0.0,0.0,0.5
0,0,1,1,1,0,0,-0.3887,0,-0.2222222222222222,0.0,0.65
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0.0,-1
0,0,1,1,1,0,0,-0.30782499999999996,0,0.0,0.0,0.75
0,0,0,0,0,0,0,-0.5948,0,-0.6666666666666666,0.0,0.55
0,0,0,0,-1,0,0,0,0,0.0,0.0,0.55
0,0,0,0,0,0,0,-0.32305,0,-0.2222222222222222,0.0,0.54
0,0,0,1,-1,0,0,0,0,0.1111111111111111,0.0,-1
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.75
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.79
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0.0,-1
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.75
0,0,0,0,0,0,0,-0.298575,-1,-0.1111111111111111,0.0,0.46
0,0,1,1,1,0,0,-0.28864999999999996,0,0.0,0.0,0.68
0,0,0,1,-1,0,0,0,0,0.0,0.0,0.54
0,0,0,0,1,0,0,0,0,0.0,0.0,0.63
0,0,0,0,0,1,0,-0.43345,0,-0.3333333333333333,0.0,0.51
0,0,1,0,0,0,0,-0.5183500000000001,0,-0.3333333333333333,0.0,0.66
0,0,0,0,0,0,0,-0.324325,0,-0.2222222222222222,0.0,0.53
0,0,0,0,0,0,0,-0.62195,0,-0.5555555555555556,0.0,0.58
0,0,1,1,0,0,0,0,0,-0.1111111111111111,0.5,0.8
0,0,0,0,1,0,0,-1.2465249999999999,0,-0.7777777777777778,0.0,0.56
0,0,1,1,0,1,0,-0.30877499999999997,0,-0.2222222222222222,0.0,0.67
0,0,0,0,0,0,0,-0.686,0,-0.4444444444444444,0.0,0.62
0,0,0,0,1,0,0,-0.6895749999999999,0,-0.4444444444444444,0.0,0.54
0,0,0,0,1,0,0,-0.6935749999999999,-1,-0.5555555555555556,0.0,0.55
0,0,1,1,1,0,0,0,0,0.0,0.0,0.72
0,0,0,1,-1,0,0,0,0,0.1111111111111111,0.0,-1
0,0,1,1,1,0,0,-0.305525,0,-0.1111111111111111,0.0,0.72
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.64
0,0,1,0,1,0,0,-0.6023,-1,-0.4444444444444444,0.0,0.73
0,0,0,0,1,0,0,-1,0,-1,0.0,0.6
0,0,0,0,0,0,0,-0.6598499999999999,0,-0.4444444444444444,0.0,0.53
0,0,1,0,0,0,0,-0.6695,0,-0.4444444444444444,0.0,0.71
0,0,1,1,0,0,0,-0.25575000000000003,0,0.0,0.0,0.73
0,0,0,1,1,0,1,-0.5817249999999999,0,-0.2222222222222222,0.0,0.56
0,0,1,1,0,1,0,-0.3608,0,-0.2222222222222222,0.0,0.66
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.72
0,0,0,0,0,0,0,-0.42675,0,-0.3333333333333333,0.0,0.45
0,0,0,0,0,0,0,-0.5610999999999999,0,-0.6666666666666666,0.0,0.6
0,0,0,0,0,0,0,-0.486975,0,-0.2222222222222222,0.0,0.47
0,0,1,0,1,0,0,-0.25145,0,0.0,0.0,0.6
0,0,0,1,1,0,0,-0.266825,0,0.0,0.0,-1
0,0,0,1,1,0,0,0,0,0.0,0.0,0.53
0,0,0,1,0,0,0,0,0,0.0,0.0,0.53
0,0,1,1,0,1,0,-0.327025,0,-0.2222222222222222,0.0,0.54
0,0,0,1,-1,0,0,0,0,0.1111111111111111,0.0,-1
0,0,0,0,0,1,0,-0.6094999999999999,0,-0.3333333333333333,0.0,0.57
0,0,1,0,0,0,0,-0.31982499999999997,0,-0.2222222222222222,0.0,0.75
0,0,0,1,1,0,0,0,0,0.1111111111111111,0.0,-1
0,0,1,0,1,0,0,-0.994,0,-0.4444444444444444,-0.5,0.74
0,0,0,1,1,0,0,-0.399975,0,-0.1111111111111111,0.5,0.56
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0.0,-1
0,0,0,0,1,0,0,-0.626475,0,-0.4444444444444444,0.0,0.5
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.65
0,-1,0,0,1,0,0,-0.325525,-1,0.1111111111111111,0.0,-1
0,0,0,1,0,0,0,-0.50255,0,-0.2222222222222222,0.0,0.59
0,0,0,1,0,0,0,-0.2712,0,-0.2222222222222222,0.0,0.55
0,0,1,0,0,0,0,0,0,0.0,0.0,0.73
0,0,0,0,0,0,0,-0.367325,-1,-0.2222222222222222,0.0,0.6
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.56
0,0,1,0,0,0,0,-0.414325,0,-0.2222222222222222,0.0,0.77
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0.0,-1
0,0,1,1,-1,0,0,0,0,0.0,0.0,0.69
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.76
0,0,0,1,0,0,0,-0.37895,0,-0.2222222222222222,0.0,0.44
0,0,0,1,0,0,0,0,0,0.0,0.0,0.47
0,0,1,0,0,0,0,-0.277875,0,0.0,0.0,0.75
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.77
0,0,1,0,1,0,0,-0.9404,0,-0.8888888888888888,0.0,0.69
0,0,0,0,1,0,0,0,0,0.0,0.0,0.49
0,0,0,1,1,0,0,-0.376275,0,-0.2222222222222222,0.0,0.49
0,0,0,1,0,0,0,0,0,0.0,0.0,0.5
0,0,1,1,0,1,1,-0.32875,0,-0.2222222222222222,0.0,0.6
0,0,0,1,0,0,0,0,0,0.0,0.0,0.48
0,0,0,0,-1,1,0,0,0,-0.7777777777777778,0.0,-1
0,0,0,0,0,1,1,-0.61955,0,-0.3333333333333333,0.0,0.53
0,0,1,1,0,0,0,0,0,-0.1111111111111111,0.0,0.65
0,0,1,0,1,0,0,-0.480675,-1,-0.4444444444444444,-0.5,0.77
0,0,1,0,-1,0,0,0,0,0.0,-0.5,0.62
0,0,0,1,0,0,0,-0.251825,0,0.1111111111111111,0.5,-1
0,0,0,1,0,0,0,0,0,-0.2222222222222222,0.0,0.56
0,0,1,0,0,1,1,-0.5299750000000001,0,-0.4444444444444444,0.0,0.71
0,0,1,0,0,0,0,-0.4223,-1,-0.1111111111111111,0.0,0.65
0,0,1,0,0,0,0,-1.1215,0,-0.6666666666666666,0.0,0.71
0,0,1,1,1,0,0,0,0,0.0,0.0,0.79
0,0,0,0,0,0,0,-0.40314999999999995,-1,-0.2222222222222222,0.0,0.57
0,0,1,0,1,0,0,-0.292625,0,0.0,0.0,0.73
0,0,1,0,1,0,0,0,0,0.0,0.0,0.61
0,0,1,0,0,0,0,-0.43022499999999997,0,-0.2222222222222222,0.0,0.74
0,0,0,1,1,0,0,0,0,0.0,0.0,0.59
0,0,0,0,0,0,0,-0.36855000000000004,0,-0.4444444444444444,0.0,0.38
0,0,1,1,1,0,0,-0.267225,0,0.0,0.0,0.66
0,0,0,0,1,0,0,-0.340875,-1,-0.1111111111111111,0.0,0.41
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.61
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.77
0,0,0,1,-1,0,0,0,0,0.1111111111111111,0.0,-1
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.75
0,0,0,1,0,0,0,-0.43467500000000003,0,-0.1111111111111111,0.0,0.5
0,0,1,0,0,0,0,-0.26712499999999995,0,0.0,0.0,0.79
0,0,0,1,0,0,0,0,0,-0.1111111111111111,0.0,0.57
0,0,0,1,1,0,0,-0.265625,0,-0.1111111111111111,0.0,0.64
0,0,0,0,1,0,0,-0.68935,0,-0.4444444444444444,-0.5,0.69
0,0,1,0,0,0,0,-0.663525,-1,-0.4444444444444444,0.0,0.68
0,0,1,0,1,0,0,-0.6534500000000001,0,-0.5555555555555556,0.0,0.77
0,0,0,0,0,0,0,-0.324425,0,-0.2222222222222222,0.0,0.63
0,0,0,0,0,1,0,-1.050475,0,-0.5555555555555556,0.0,0.53
