ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,scored_last_point,score_diff,break_point_diff,speed_mph,game_victor,set victor
0,0,1,0,0,0,0,-0.67665,0,-0.4444444444444444,0,-0.3333333333333333,0.0,0.7,0,0
0,0,0,0,1,0,0,-0.53125,-1,-0.4444444444444444,0,-0.6666666666666666,0.0,0.44,0,0
0,0,0,0,0,0,0,-0.5055,0,-0.4444444444444444,0,-1.0,0.0,0.52,0,0
0,0,0,0,0,1,0,-0.410575,0,-0.3333333333333333,1,-0.6666666666666666,0.0,0.46,0,0
0,0,0,1,0,0,0,-0.43610000000000004,0,-0.1111111111111111,1,-0.3333333333333333,0.0,0.5,0,0
0,0,1,0,1,0,0,-1,0,-1,1,0.0,0.0,0.81,0,0
0,0,0,0,0,1,1,-0.81695,0,-0.7777777777777778,1,0.3333333333333333,0.0,0.52,0,0
0,0,1,0,0,0,0,0,0,0.0,0,0.0,-0.5,0.81,0,0
0,0,1,0,0,0,0,-0.25422500000000003,0,0.0,0,-0.3333333333333333,0.0,0.72,0,0
0,0,1,0,1,0,0,-1,0,-1,0,-0.6666666666666666,0.0,0.87,1,0
0,0,1,1,-1,1,0,0,0,0.0,1,0.3333333333333333,0.0,0.65,0,0
0,0,1,0,0,0,0,-0.270325,-1,-0.1111111111111111,0,0.0,0.0,0.75,0,0
0,0,0,0,0,0,0,-0.42214999999999997,-1,-0.1111111111111111,0,-0.3333333333333333,0.0,0.54,0,0
0,0,1,0,1,1,0,-0.49057499999999993,0,-0.4444444444444444,1,0.0,0.0,0.69,0,0
0,0,1,1,1,0,0,-0.269325,0,0.0,1,0.3333333333333333,0.0,0.71,0,0
0,0,0,0,1,0,1,-0.9246749999999999,0,-0.6666666666666666,1,0.6666666666666666,0.0,0.65,2,0
0,0,0,0,0,0,0,-0.374325,0,-0.2222222222222222,0,-0.3333333333333333,0.0,0.48,0,0
0,0,1,0,1,0,0,-0.297175,0,0.0,0,-0.6666666666666666,0.0,0.74,0,0
0,0,1,0,-1,0,0,-0.42737499999999995,0,-0.2222222222222222,0,-1.0,0.0,0.85,0,0
0,0,0,0,-1,0,0,0,0,-0.2222222222222222,0,-1.3333333333333333,0.0,0.41,1,0
0,0,1,1,1,0,0,-0.52915,0,0.0,1,0.3333333333333333,0.0,0.76,0,0
0,0,1,1,0,1,0,-0.3358,0,-0.2222222222222222,1,0.6666666666666666,0.0,0.67,0,0
0,0,1,0,-1,1,0,-0.525625,0,-0.4444444444444444,1,1.0,0.0,0.72,0,0
0,0,0,0,0,0,0,0,0,-0.1111111111111111,0,0.6666666666666666,0.0,0.54,0,0
0,0,1,1,0,0,0,-0.2581,0,0.0,1,1.0,0.0,0.67,2,0
0,0,1,0,0,0,0,-0.629725,0,-0.2222222222222222,0,-0.3333333333333333,0.0,0.71,0,0
0,0,0,0,0,0,0,-0.705225,0,-0.3333333333333333,1,0.0,0.0,0.49,0,0
0,0,1,0,0,0,0,-0.284475,0,0.0,0,-0.3333333333333333,0.0,0.68,0,0
0,0,0,0,-1,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.41,0,0
0,0,0,1,1,0,0,-0.3793,0,-0.1111111111111111,1,-0.3333333333333333,0.0,0.61,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.81,1,0
0,0,1,1,0,0,0,0,0,0.0,1,0.3333333333333333,0.0,0.67,0,0
0,0,0,0,0,1,0,-0.698225,0,-0.6666666666666666,1,0.6666666666666666,0.0,0.5,0,0
0,0,0,1,1,0,0,0,0,0.0,1,1.0,0.0,0.63,0,0
0,0,0,0,0,0,0,0,0,-0.1111111111111111,0,0.6666666666666666,0.0,0.44,0,0
0,0,1,1,0,0,0,-0.554725,0,-0.2222222222222222,1,1.0,0.0,0.71,2,0
0,0,0,0,1,0,0,-0.693525,0,-0.3333333333333333,1,0.3333333333333333,0.0,0.47,0,0
0,0,0,1,-1,0,0,0,0,0.1111111111111111,1,0.6666666666666666,0.0,-1,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,0.3333333333333333,0.0,0.85,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.49,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.82,0,0
0,0,0,1,0,0,0,-0.319375,0,0.1111111111111111,1,0.0,0.0,-1,0,0
0,0,1,0,0,0,0,-0.675525,0,-0.5555555555555556,1,0.3333333333333333,0.0,0.67,0,0
0,0,0,0,0,0,0,-1,0,-1,0,0.0,-0.5,0.45,0,0
0,0,0,1,-1,0,0,0,0,0.1111111111111111,1,0.3333333333333333,0.0,-1,0,0
0,0,1,0,0,0,0,-1.039425,0,-0.6666666666666666,0,0.0,-0.5,0.81,0,0
0,0,0,0,0,0,0,-0.3836,0,-0.2222222222222222,0,-0.3333333333333333,0.0,0.45,0,0
0,0,0,0,0,0,0,-0.57625,0,-0.3333333333333333,1,0.0,0.0,0.41,0,0
0,0,0,0,0,0,0,-0.250075,-1,0.0,0,-0.3333333333333333,0.0,0.48,0,0
0,0,0,0,0,1,0,-1,0,-1,1,0.0,0.0,0.62,0,0
0,0,1,0,0,0,0,-0.8301999999999999,0,-0.3333333333333333,1,0.3333333333333333,0.0,0.77,0,0
0,0,1,0,1,0,0,-1.137975,0,-0.6666666666666666,0,0.0,-0.5,0.79,0,0
0,0,0,0,0,0,0,0,-1,0.0,0,-0.3333333333333333,0.0,0.54,0,0
0,0,0,0,0,0,0,-0.624625,0,-0.5555555555555556,1,0.0,0.0,0.42,0,0
0,0,1,0,0,0,0,-1.042675,0,-0.8888888888888888,0,-0.3333333333333333,0.0,0.7,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.82,1,0
0,0,0,1,1,0,0,-0.2633,0,0.0,1,0.3333333333333333,0.0,0.5,0,0
0,0,1,0,1,0,0,-0.640625,0,-0.5555555555555556,0,0.0,0.0,0.72,0,0
0,0,0,0,0,0,0,-0.509525,0,-0.3333333333333333,0,-0.3333333333333333,0.0,0.51,0,0
0,0,1,0,0,0,0,-0.36845,0,-0.3333333333333333,0,-0.6666666666666666,0.0,0.8,0,0
0,0,0,0,1,0,0,-0.9614750000000001,0,-0.6666666666666666,1,-0.3333333333333333,0.0,0.67,0,0
0,0,1,0,0,0,0,-0.29322499999999996,-1,-0.1111111111111111,0,-0.6666666666666666,0.0,0.79,1,0
0,0,0,0,1,0,0,-0.8626249999999999,0,-0.7777777777777778,1,0.3333333333333333,0.0,0.51,0,0
0,0,0,0,0,0,0,-0.796275,0,-0.5555555555555556,1,0.6666666666666666,0.0,0.38,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,0.3333333333333333,0.0,0.71,0,0
0,0,0,0,1,0,0,-1.14195,0,-0.7777777777777778,1,0.6666666666666666,0.0,0.45,0,0
0,0,0,0,0,0,0,-0.676075,0,-0.4444444444444444,0,0.3333333333333333,-0.5,0.54,0,0
0,0,1,0,0,0,0,0,0,0.0,0,0.0,-0.5,0.82,0,0
0,0,1,0,1,0,0,-0.2986,0,0.0,0,-0.3333333333333333,0.0,0.62,0,0
0,0,1,0,1,0,0,-1,0,-1,1,0.0,0.0,0.82,0,0
0,0,1,0,0,0,0,-0.468375,0,-0.2222222222222222,0,-0.3333333333333333,0.0,0.59,0,0
0,0,0,0,1,1,1,-0.5835,0,-0.5555555555555556,1,0.0,0.0,0.43,0,0
0,0,1,0,0,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.83,0,0
0,0,0,0,1,0,0,-0.561375,0,-0.4444444444444444,0,-0.6666666666666666,0.0,0.44,1,1
0,0,1,1,1,0,0,0,0,0.0,1,0.3333333333333333,0.0,0.63,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,0.6666666666666666,0.0,0.73,0,0
0,0,1,0,0,1,1,-0.46862499999999996,0,-0.4444444444444444,1,1.0,0.0,0.78,0,0
0,0,1,1,0,1,1,-0.3282,0,-0.2222222222222222,1,1.3333333333333333,0.0,0.79,2,0
0,0,1,0,1,0,0,-0.5052749999999999,0,-0.2222222222222222,0,-0.3333333333333333,0.0,0.83,0,0
0,0,1,0,0,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.79,0,0
0,0,0,1,-1,0,0,0,0,0.1111111111111111,1,-0.3333333333333333,0.0,-1,0,0
0,0,1,0,1,0,0,-0.272625,0,0.0,0,-0.6666666666666666,0.0,0.8,0,0
0,0,0,0,0,0,0,-0.388775,0,-0.2222222222222222,0,-1.0,0.0,0.51,1,0
0,0,0,1,1,1,0,0,0,0.0,1,0.3333333333333333,0.0,0.64,0,0
0,0,1,0,1,0,0,-0.47017500000000007,-1,-0.3333333333333333,0,0.0,0.0,0.57,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,0.3333333333333333,0.0,0.69,0,0
0,0,0,0,0,0,0,-0.5782,0,-0.1111111111111111,0,0.0,0.0,0.45,0,0
0,0,1,0,1,1,1,-0.654125,0,-0.4444444444444444,1,0.3333333333333333,0.0,0.72,0,0
0,0,1,0,0,0,0,-0.69555,0,-0.5555555555555556,0,0.0,0.0,0.75,0,0
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0,-0.3333333333333333,0.0,-1,0,0
