ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,scored_last_point,score_diff,break_point_diff,speed_mph,game_victor,set victor
0,0,0,0,0,0,0,-0.284,-1,-0.1111111111111111,0,-0.3333333333333333,0.0,0.49,0,0
0,0,0,1,1,0,0,-0.2723,0,0.0,1,0.0,0.0,0.53,0,0
0,0,1,0,0,0,0,-0.80785,0,-0.6666666666666666,1,0.3333333333333333,0.0,0.65,0,0
0,0,1,1,0,0,0,0,0,0.0,1,0.6666666666666666,0.0,0.76,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,1.0,0.0,0.71,2,0
0,0,1,0,1,0,0,-0.8523250000000001,0,-0.4444444444444444,0,-0.3333333333333333,0.0,0.8,0,0
0,0,1,0,1,0,0,-0.5980000000000001,0,0.0,0,-0.6666666666666666,0.0,0.73,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-1.0,0.0,0.81,0,0
0,0,0,0,0,0,0,-0.704,0,-0.4444444444444444,0,-1.3333333333333333,0.0,0.37,1,0
0,0,1,1,1,0,0,-0.26234999999999997,0,0.0,1,0.3333333333333333,0.0,0.82,0,0
0,0,0,0,0,1,1,-1,0,-1,1,0.6666666666666666,0.0,0.54,0,0
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0,0.3333333333333333,0.0,-1,0,0
0,-1,0,0,0,0,0,0,-1,0.1111111111111111,0,0.0,0.0,-1,0,0
0,0,1,1,0,0,0,-0.34552499999999997,0,0.0,1,0.3333333333333333,0.0,0.78,0,0
0,0,1,0,0,0,0,-0.67135,0,-0.5555555555555556,0,0.0,0.0,0.82,0,0
0,0,1,1,0,0,1,-0.503575,0,-0.2222222222222222,1,0.3333333333333333,0.0,0.7,0,0
0,0,0,0,0,0,0,-1.10175,0,-1,1,0.6666666666666666,0.0,0.54,2,0
0,0,1,0,0,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.72,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,-0.6666666666666666,0.0,0.7,0,0
0,0,0,0,0,0,0,-0.3586,0,0.0,0,-1.0,0.0,0.43,0,0
0,0,1,0,0,1,0,-0.68905,0,-0.3333333333333333,1,-0.6666666666666666,0.0,0.73,0,0
0,0,0,0,1,0,0,-1.121225,0,-0.6666666666666666,0,-1.0,0.0,0.42,1,0
0,0,0,1,0,1,0,-0.28975,0,-0.2222222222222222,1,0.3333333333333333,0.0,0.55,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,0.6666666666666666,0.0,0.76,0,0
0,0,0,1,0,1,0,-0.3001,0,-0.2222222222222222,1,1.0,0.0,0.52,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,1.3333333333333333,0.0,0.8,2,0
0,0,0,1,1,0,0,-0.262275,0,0.1111111111111111,1,0.3333333333333333,0.0,-1,0,0
0,0,1,0,0,0,0,-0.476525,0,-0.2222222222222222,0,0.0,0.0,0.78,0,0
0,0,1,0,0,0,0,-0.642875,0,-0.5555555555555556,1,0.3333333333333333,0.0,0.68,0,0
0,0,0,0,0,1,0,-1,0,-1,1,0.6666666666666666,0.0,0.41,0,0
0,0,1,0,0,0,0,-0.965625,0,-0.6666666666666666,0,0.3333333333333333,-0.5,0.75,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,0.0,-0.5,0.82,0,0
0,0,0,0,1,0,0,-1,0,-0.8888888888888888,0,-0.3333333333333333,0.0,0.42,0,0
0,0,0,1,0,0,0,-0.42955000000000004,0,-0.1111111111111111,1,0.0,0.0,0.39,0,0
0,0,0,0,-1,0,0,0,0,0.0,0,-0.3333333333333333,0.0,0.57,0,0
0,0,1,1,0,0,0,-0.38497499999999996,0,-0.1111111111111111,1,0.0,0.0,0.7,0,0
0,0,0,0,0,0,0,-0.5333,0,-0.3333333333333333,1,0.3333333333333333,0.0,0.52,0,0
0,0,0,0,1,0,0,-0.63175,0,-0.3333333333333333,1,0.6666666666666666,0.5,0.32,2,0
0,0,1,0,1,0,0,-1,-1,-1,0,-0.3333333333333333,0.0,0.81,0,0
0,0,1,1,0,0,0,-0.314825,0,0.0,1,0.0,0.0,0.76,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,0.3333333333333333,0.0,0.65,0,0
0,0,1,1,0,0,0,0,0,0.0,1,0.6666666666666666,0.0,0.76,0,0
1,0,1,1,-1,1,0,0,0,0.0,1,1.0,0.0,0.84,2,0
0,0,1,0,1,0,0,-0.97515,0,-0.7777777777777778,1,0.3333333333333333,0.0,0.77,0,0
0,0,1,0,-1,0,0,0,0,0.0,0,0.0,0.0,0.75,0,0
0,0,0,1,1,0,0,-0.316775,0,-0.1111111111111111,1,0.3333333333333333,0.0,0.47,0,0
0,0,1,1,1,0,0,-0.395725,0,-0.1111111111111111,1,0.6666666666666666,0.0,0.74,0,0
