ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,break_point_diff,speed_mph
0,0,1,0,0,1,0,-0.687,0,-0.5555555555555556,0.0,0.76
0,0,1,0,1,0,0,-0.9714,0,-0.8888888888888888,0.0,0.73
0,0,0,0,1,0,0,-0.365775,-1,-0.2222222222222222,0.0,0.36
0,0,1,0,0,0,0,-0.48740000000000006,-1,-0.4444444444444444,0.0,0.67
0,0,1,1,0,0,0,-0.29747500000000004,0,-0.1111111111111111,0.0,0.76
0,0,0,0,0,0,0,-0.6365999999999999,0,-0.4444444444444444,0.0,0.33
0,0,1,1,0,0,0,0,0,0.0,0.0,0.77
0,0,0,0,1,0,0,-0.5897,0,-0.3333333333333333,0.0,0.51
0,0,1,1,0,0,0,0,0,0.0,0.0,0.72
0,0,1,1,0,1,1,-0.294475,0,-0.2222222222222222,0.0,0.84
0,0,0,0,0,0,0,-0.28835,-1,-0.1111111111111111,0.0,0.51
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.84
0,0,0,0,0,0,0,-0.6273500000000001,-1,-0.4444444444444444,0.0,0.43
0,0,1,0,0,0,0,-0.539925,0,-0.4444444444444444,0.0,0.8
0,0,0,0,1,0,1,-1.207025,0,-0.5555555555555556,0.0,0.51
0,0,1,0,0,0,0,-0.49322499999999997,0,-0.2222222222222222,0.0,0.71
0,0,0,0,0,0,0,-0.297875,-1,0.0,0.0,0.53
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0.0,-1
0,0,1,0,1,0,0,-1,0,-1,0.0,0.81
0,0,1,1,0,0,0,0,0,0.0,0.0,0.87
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.82
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.75
0,0,1,1,-1,1,1,-0.309075,0,-0.2222222222222222,0.0,0.84
0,0,1,0,0,0,0,-0.435175,0,0.0,0.0,0.65
0,0,0,0,-1,0,0,0,0,0.0,0.0,0.35
0,0,0,0,1,0,0,-0.854825,0,-0.4444444444444444,0.0,0.42
0,0,0,0,0,0,0,-0.4218,0,-0.2222222222222222,0.0,0.41
0,0,0,1,0,0,0,0,0,0.0,0.0,0.59
0,0,0,1,0,0,0,-0.367025,0,-0.2222222222222222,0.0,0.61
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.84
0,0,1,0,0,0,0,-0.5378999999999999,0,-0.3333333333333333,0.0,0.85
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.71
0,0,0,0,0,0,0,-0.7212,0,-0.3333333333333333,0.0,0.39
0,0,0,0,0,0,0,-0.520425,-1,-0.2222222222222222,0.0,0.41
0,0,0,1,-1,0,0,0,0,0.1111111111111111,0.0,-1
0,0,1,0,0,0,0,-1.095475,0,-0.6666666666666666,0.0,0.75
0,0,0,0,1,1,0,-0.8371000000000001,0,-0.7777777777777778,0.0,0.44
0,0,1,0,0,0,0,-1,0,-0.6666666666666666,-0.5,0.75
0,0,1,0,1,0,0,-0.5779,0,-0.4444444444444444,0.0,0.62
0,0,1,0,0,0,0,-0.605375,0,-0.3333333333333333,0.0,0.77
0,0,0,0,0,0,0,-1.103175,0,-0.2222222222222222,0.0,0.41
0,0,1,0,0,0,0,-1,0,-0.7777777777777778,0.0,0.77
0,0,1,0,1,0,0,-0.44372500000000004,-1,-0.2222222222222222,0.0,0.55
