ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,break_point_diff,speed_mph
0,0,1,1,1,0,0,-0.39175,0,0.0,0.0,0.64
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.81
0,0,1,0,1,0,0,-0.5669500000000001,0,-0.5555555555555556,0.0,0.82
0,0,1,1,-1,0,0,0,0,0.0,0.0,0.77
0,0,0,0,1,1,1,-0.8620000000000001,0,-0.6666666666666666,0.0,0.49
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.75
0,0,1,0,0,0,0,-0.9746499999999999,0,-0.8888888888888888,0.0,0.73
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.63
0,0,1,0,1,0,0,-0.480325,0,0.0,0.0,0.73
0,0,1,0,1,0,0,0,-1,-0.1111111111111111,0.0,0.7
0,0,1,1,1,0,0,-0.3096,0,0.0,0.0,0.82
0,0,1,1,-1,0,1,0,0,0.0,0.0,0.74
0,0,1,1,-1,0,0,0,0,0.0,0.0,0.85
0,0,1,0,-1,0,0,-0.475925,0,-0.1111111111111111,0.0,0.82
0,0,1,0,0,1,1,-0.783925,0,-0.6666666666666666,0.0,0.85
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.62
0,0,1,0,1,0,0,-0.72215,0,-0.4444444444444444,0.0,0.68
0,0,1,0,0,0,0,-0.8777000000000001,0,-0.2222222222222222,0.0,0.57
0,0,1,0,0,0,0,-0.295175,0,0.0,0.0,0.76
0,0,1,0,0,0,0,-0.25725,-1,-0.1111111111111111,0.0,0.84
0,0,1,1,0,0,1,-0.45187499999999997,0,0.0,0.0,0.81
0,0,1,1,0,0,0,-0.418525,0,0.0,0.0,0.82
0,0,0,1,1,0,0,-0.500625,0,-0.2222222222222222,0.0,0.4
0,0,1,0,-1,1,1,-0.4199,0,-0.4444444444444444,0.0,0.83
0,0,1,0,-1,0,0,-0.5913999999999999,0,-0.2222222222222222,0.0,0.58
0,0,1,0,-1,0,0,-0.7868999999999999,0,-0.4444444444444444,0.0,0.71
0,0,0,0,-1,0,0,0,0,0.0,0.0,0.49
0,0,1,0,-1,0,0,-0.36007500000000003,0,0.0,0.0,0.73
0,0,0,0,0,1,0,-0.746325,0,-0.6666666666666666,0.0,0.55
0,0,1,0,0,1,1,-0.35295,0,-0.4444444444444444,0.0,0.8
1,0,1,1,1,1,0,-0.3382,0,0.0,0.0,0.64
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.81
0,0,1,0,0,0,0,-0.8711500000000001,0,-0.7777777777777778,0.0,0.7
0,0,0,0,1,0,0,-0.3088,0,0.0,0.0,0.63
0,0,0,0,1,0,0,-0.449375,-1,0.0,0.0,0.46
0,0,1,0,0,0,0,-0.5899,0,-0.6666666666666666,0.0,0.67
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.75
0,0,1,0,1,0,0,-1,-1,-0.7777777777777778,0.0,0.85
0,0,0,0,0,0,0,-0.8049,-1,-0.7777777777777778,0.0,0.51
0,0,1,1,-1,1,1,-0.35114999999999996,0,-0.2222222222222222,0.0,0.68
0,0,1,0,0,1,1,-0.491425,0,-0.6666666666666666,0.0,0.81
0,0,1,1,-1,0,0,0,0,0.0,0.0,0.81
0,0,1,0,0,0,0,0,-1,-0.1111111111111111,0.0,0.88
0,0,1,1,1,0,0,-0.31100000000000005,0,0.0,0.0,0.91
0,0,1,1,0,1,0,-0.25884999999999997,0,-0.2222222222222222,0.0,0.79
0,0,1,0,0,0,0,-0.30295,0,-0.2222222222222222,0.0,0.73
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.71
0,0,0,1,1,0,0,-0.25834999999999997,0,-0.1111111111111111,0.0,0.39
0,0,0,1,-1,0,0,0,0,0.1111111111111111,0.0,-1
0,0,1,0,0,0,0,-0.567375,0,-0.2222222222222222,0.0,0.72
0,0,0,1,0,0,0,0,0,-0.1111111111111111,0.0,0.48
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.59
0,0,1,0,1,0,0,-0.314775,0,0.0,0.0,0.71
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.7
0,0,1,1,-1,1,1,0,0,-0.2222222222222222,0.0,0.78
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.68
