ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,break_point_diff,speed_mph
0,0,1,1,1,0,0,-0.2886,0,0.0,0.0,0.74
0,0,0,0,1,0,0,-0.541975,-1,-0.3333333333333333,0.0,0.44
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0.0,-1
0,0,0,1,0,0,1,-0.58785,0,-0.2222222222222222,0.0,0.49
0,0,1,0,1,0,0,-0.9079499999999999,0,-0.8888888888888888,0.0,0.6
0,0,0,1,0,0,0,-0.2722,0,0.0,0.0,0.54
0,0,0,0,1,0,0,-0.47805,0,-0.2222222222222222,0.0,0.42
0,0,1,0,1,0,0,-0.26535000000000003,0,0.0,0.0,0.6
0,0,0,1,0,0,0,-0.26585000000000003,0,0.1111111111111111,0.0,-1
0,0,1,0,1,0,0,0,0,0.0,0.0,0.6
0,0,0,0,1,0,0,-1.125925,0,-1,0.0,0.42
0,0,1,1,-1,1,1,-0.422525,0,-0.2222222222222222,0.0,0.69
0,0,1,1,0,0,1,-0.41587499999999994,0,-0.2222222222222222,0.0,0.72
0,0,0,0,0,0,0,-0.623325,0,-0.3333333333333333,0.0,0.53
0,0,1,1,0,0,0,-0.27302499999999996,0,0.0,0.0,0.72
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.65
0,0,1,0,1,0,0,-0.27705,0,0.0,0.0,0.52
0,0,1,0,0,0,0,-0.39289999999999997,0,-0.2222222222222222,0.0,0.62
0,0,0,0,1,0,0,-0.544925,0,-0.3333333333333333,0.0,0.42
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.59
0,0,1,0,-1,0,0,-0.277625,0,0.0,0.0,0.54
0,0,0,0,0,0,0,-0.4888,-1,-0.1111111111111111,0.0,0.61
0,0,1,1,0,0,1,-0.45299999999999996,0,-0.2222222222222222,0.0,0.68
0,0,1,1,1,0,0,-0.261825,0,0.0,0.0,0.65
0,0,1,1,0,1,1,-0.4325,0,-0.2222222222222222,0.0,0.62
0,0,1,1,0,0,0,-0.2864,0,0.0,0.0,0.63
0,0,1,0,0,0,0,-0.7445999999999999,0,-0.6666666666666666,0.0,0.51
0,0,0,0,0,0,0,-0.27242500000000003,-1,0.0,0.0,0.32
0,0,1,0,0,0,0,-0.29415,0,0.0,0.0,0.67
0,0,0,1,0,0,0,-0.404725,0,-0.1111111111111111,0.0,0.48
0,0,1,0,0,1,0,-0.49585,0,-0.3333333333333333,0.0,0.5
0,0,1,1,0,0,0,-0.36015,0,-0.1111111111111111,0.0,0.57
0,0,1,0,0,0,0,-0.270525,0,0.0,0.0,0.63
0,0,1,1,-1,0,0,-0.303275,0,-0.1111111111111111,0.0,0.54
0,0,1,0,0,0,0,-0.91645,0,-0.7777777777777778,0.0,0.67
0,0,1,0,-1,0,0,-0.2975,0,-0.2222222222222222,-0.5,0.61
0,0,0,1,0,0,0,-0.356225,0,-0.1111111111111111,0.0,0.43
0,0,1,0,0,1,0,-0.36302500000000004,0,-0.3333333333333333,0.5,0.6
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.74
0,0,1,0,1,0,0,-0.40090000000000003,0,-0.1111111111111111,0.0,0.72
0,0,1,0,0,0,0,-0.556125,0,-0.5555555555555556,0.0,0.68
0,0,1,1,0,0,0,-0.362175,0,-0.2222222222222222,0.0,0.76
0,0,1,0,-1,0,0,-0.5079499999999999,0,-0.1111111111111111,0.0,0.67
0,0,0,0,0,0,0,-0.670775,0,-0.3333333333333333,0.0,0.45
0,0,0,0,0,0,0,-0.381875,-1,-0.2222222222222222,0.0,0.44
0,0,1,0,0,0,0,0,0,0.0,0.0,0.59
0,0,1,0,0,0,0,-0.26485000000000003,0,0.0,0.0,0.54
0,0,1,0,-1,0,0,-0.454125,0,-0.4444444444444444,0.0,0.63
0,-1,0,0,-1,0,0,0,-1,0.1111111111111111,0.0,-1
1,0,1,1,1,1,0,0,0,0.0,0.0,0.66
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.76
0,0,0,0,0,0,0,-0.4946,0,-0.3333333333333333,0.0,0.46
