ace_,double_fault_,first_serve_,fast_win_,return_depth_,winner_,nat_pt_won_,distance,unf_err_,rally_,break_point_diff,speed_mph
0,0,1,0,0,0,0,-0.6197250000000001,0,-0.6666666666666666,0.0,0.67
0,0,0,0,0,0,0,-0.456625,0,-0.3333333333333333,0.0,0.43
0,0,0,0,0,0,0,-0.5596,0,-0.5555555555555556,0.0,0.46
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.69
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.8
0,0,0,0,0,0,0,-0.6158,0,-0.4444444444444444,0.0,0.39
0,0,1,0,1,0,0,-0.270975,0,-0.1111111111111111,0.0,0.7
0,0,0,0,1,0,0,-0.792525,0,-0.6666666666666666,0.0,0.48
0,0,0,1,0,0,0,0,0,0.0,0.0,0.51
0,0,0,0,0,0,0,-0.6411,0,-0.3333333333333333,0.0,0.46
0,0,1,1,0,1,1,-0.42575,0,-0.2222222222222222,0.0,0.68
0,0,1,1,0,0,0,0,0,0.0,0.0,0.66
0,0,0,0,0,0,0,-0.45302500000000007,0,-0.3333333333333333,0.0,0.51
0,0,1,0,0,0,0,-0.8631499999999999,0,-0.6666666666666666,0.0,0.73
0,0,0,0,0,0,0,-0.7091999999999999,0,-0.7777777777777778,0.0,0.54
0,0,1,0,0,1,0,-0.61955,0,-0.3333333333333333,0.0,0.75
0,0,1,0,0,0,0,-0.4076000000000001,0,-0.2222222222222222,-0.5,0.77
0,0,0,0,0,0,0,-1.153525,0,-0.8888888888888888,-0.5,0.44
0,0,1,0,0,1,0,-0.44822500000000004,0,-0.3333333333333333,0.0,0.73
0,0,1,0,0,0,0,0,0,0.0,-0.5,0.69
0,0,1,0,0,0,0,-0.28769999999999996,0,0.0,0.0,0.76
0,0,1,0,0,0,0,-0.32355,0,0.0,0.0,0.75
0,0,0,0,1,0,0,-0.4952,0,-0.4444444444444444,0.0,0.52
0,0,1,0,1,0,0,-0.504375,0,-0.4444444444444444,0.0,0.72
1,0,1,1,1,1,0,0,0,0.0,0.0,0.78
0,0,0,1,0,0,0,-0.33325,0,-0.2222222222222222,0.0,0.54
0,0,1,1,0,0,0,-0.33385,0,-0.1111111111111111,0.0,0.49
0,0,0,0,0,0,0,-1,0,-1,0.0,0.4
0,0,1,0,0,0,0,-0.551775,-1,-0.4444444444444444,0.0,0.63
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.68
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.65
0,0,1,1,-1,0,0,0,0,0.0,0.0,0.63
0,-1,0,0,1,0,0,-0.307275,-1,0.1111111111111111,0.0,-1
0,0,1,0,1,0,0,-0.581025,-1,-0.3333333333333333,0.0,0.7
0,0,1,0,1,0,0,-0.79665,0,-1.0,0.0,0.74
0,0,1,1,0,0,0,0,0,0.0,0.0,0.66
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.77
0,0,1,0,1,0,0,-0.70525,-1,-0.5555555555555556,0.0,0.71
0,0,1,1,0,0,0,-0.255775,0,0.0,0.0,0.74
0,0,0,1,0,0,0,-0.270175,0,0.0,0.0,0.53
0,0,0,1,0,0,0,0,0,0.0,0.0,0.46
0,0,1,0,0,0,1,-0.9991749999999999,0,-0.5555555555555556,0.0,0.66
0,0,1,0,0,0,0,-1,-1,-1,0.0,0.68
0,0,1,0,1,0,0,-0.327175,0,0.0,0.0,0.68
0,0,1,0,1,0,0,-0.601975,-1,-0.2222222222222222,0.0,0.63
0,0,1,0,0,0,0,-0.414325,0,-0.2222222222222222,0.0,0.69
0,0,1,1,0,0,0,0,0,0.0,0.0,0.68
0,0,0,0,1,1,0,-0.61765,0,-0.4444444444444444,0.0,0.47
0,0,1,1,-1,1,1,-0.39445,0,-0.2222222222222222,0.0,0.66
0,0,0,1,1,0,0,0,0,0.0,0.0,0.58
0,0,0,0,-1,0,0,0,0,0.0,0.0,0.48
0,0,1,0,1,0,0,-0.3825,0,0.0,0.0,0.68
0,0,1,0,0,0,0,-0.595625,0,-0.2222222222222222,0.0,0.67
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.71
0,0,0,1,1,1,0,-0.347725,0,-0.2222222222222222,0.0,0.55
0,0,1,1,0,1,1,-0.335475,0,-0.2222222222222222,0.0,0.8
0,0,1,0,0,0,0,-0.367275,0,-0.3333333333333333,0.0,0.63
0,0,0,0,1,0,0,-0.791775,-1,-0.5555555555555556,0.0,0.4
0,0,0,1,0,1,0,-0.31470000000000004,0,-0.2222222222222222,0.0,0.53
0,0,0,1,1,0,0,-0.354175,0,0.0,0.0,0.48
0,0,1,1,0,0,0,-0.390175,0,-0.1111111111111111,0.0,0.63
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.58
0,0,1,0,1,0,0,-0.56835,0,-0.3333333333333333,0.0,0.7
0,0,0,0,1,0,0,-0.585775,0,-0.5555555555555556,0.0,0.41
0,0,1,0,1,0,0,0,0,0.0,-0.5,0.71
0,0,1,0,1,0,0,-0.5138999999999999,-1,-0.2222222222222222,-0.5,0.66
0,0,1,0,1,0,0,0,0,0.0,0.0,0.72
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.69
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.76
0,0,0,0,1,0,0,-0.834075,-1,-0.7777777777777778,0.0,0.45
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.76
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.72
0,0,1,1,1,0,0,0,0,0.0,0.0,0.66
0,0,1,0,0,0,0,0,0,0.0,0.0,0.62
0,0,1,1,1,0,0,0,0,0.0,0.0,0.75
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.75
0,0,1,0,1,0,0,-0.32315,0,0.0,0.0,0.65
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.73
0,0,0,1,1,0,0,-0.330325,0,-0.2222222222222222,0.0,0.41
0,0,0,1,0,0,0,0,0,0.0,0.0,0.54
0,0,0,0,0,1,1,-1.0338749999999999,0,-1.0,0.0,0.34
0,0,1,0,1,0,0,-0.564225,0,-0.5555555555555556,0.0,0.69
0,0,0,0,1,0,0,-0.32755,0,-0.1111111111111111,0.0,0.49
0,0,1,1,1,0,0,-0.5938,0,-0.2222222222222222,0.0,0.72
0,0,1,0,0,1,0,-0.613975,0,-0.6666666666666666,0.0,0.71
0,0,1,0,0,0,0,-0.37975,0,-0.1111111111111111,0.0,0.74
0,0,0,0,0,0,0,-0.3604,-1,-0.3333333333333333,0.0,0.48
0,0,0,0,1,0,0,-0.669625,0,-0.5555555555555556,0.0,0.49
0,0,0,1,0,0,0,-0.379025,0,-0.2222222222222222,0.0,0.51
0,0,0,0,0,0,0,-0.37555,0,-0.3333333333333333,0.0,0.51
0,0,0,0,1,0,0,-1,0,-1,0.0,0.51
0,0,0,1,1,0,0,-0.2972,0,-0.1111111111111111,0.0,0.43
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.72
0,0,1,0,0,0,0,-0.45862499999999995,0,-0.2222222222222222,0.0,0.67
0,0,0,0,0,1,0,-0.53975,0,-0.5555555555555556,0.0,0.45
0,0,1,0,1,0,0,-0.6396,0,-0.2222222222222222,-0.5,0.69
0,0,1,0,0,0,0,-0.790925,0,-0.5555555555555556,0.0,0.73
0,0,1,0,-1,0,0,0,0,0.0,-0.5,0.74
0,0,0,1,0,0,0,-0.270125,0,-0.1111111111111111,0.0,0.44
0,0,1,0,-1,0,0,0,0,0.0,-0.5,0.64
0,0,1,1,0,0,0,-0.312875,0,-0.1111111111111111,0.0,0.73
0,0,0,0,0,0,0,-0.28514999999999996,0,0.0,-0.5,0.45
0,0,1,0,0,1,0,-0.540775,0,-0.3333333333333333,0.0,0.66
0,0,0,0,0,0,0,0,-1,0.0,-0.5,0.49
0,0,0,0,0,0,0,-0.765925,-1,-0.6666666666666666,0.0,0.54
0,0,0,1,0,0,0,-0.253925,0,-0.1111111111111111,0.0,0.42
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.78
0,0,0,1,1,1,0,0,0,-0.1111111111111111,0.0,0.47
0,0,1,0,0,0,0,-0.6540250000000001,0,0.0,0.0,0.74
0,0,0,0,1,0,0,-0.251225,-1,0.0,0.0,0.54
0,0,1,0,0,1,1,-0.462125,0,-0.4444444444444444,0.0,0.71
0,0,1,1,1,1,0,-0.2976,0,-0.2222222222222222,0.0,0.76
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.73
0,0,0,1,0,1,0,-0.2796,0,-0.2222222222222222,0.0,0.45
0,0,1,1,1,0,0,-0.3638,0,-0.1111111111111111,0.0,0.62
0,0,0,1,0,0,0,-0.256525,0,0.1111111111111111,0.0,-1
0,0,1,0,0,0,0,-0.501825,0,-0.5555555555555556,0.0,0.73
0,0,1,0,-1,0,0,0,0,0.0,-0.5,0.69
0,0,0,0,-1,0,0,0,-1,0.0,-0.5,0.45
0,0,0,0,0,0,0,0,-1,0.0,-0.5,0.34
0,0,0,0,0,0,0,-0.5128999999999999,0,-0.4444444444444444,0.0,0.53
0,0,0,1,0,0,0,0,0,-0.1111111111111111,0.0,0.42
0,0,0,0,0,0,0,-0.673875,0,-0.4444444444444444,0.0,0.48
0,0,0,1,0,0,0,-0.285825,0,-0.1111111111111111,0.0,0.4
0,0,0,1,0,0,0,-0.34702500000000003,0,0.1111111111111111,0.0,-1
0,0,1,0,0,0,0,0,0,0.0,-0.5,0.74
0,0,1,0,1,0,0,-0.268675,0,0.0,0.0,0.74
0,0,1,0,-1,0,0,-0.3286,0,0.0,0.0,0.77
0,0,1,1,0,0,0,-0.3428,0,-0.2222222222222222,0.0,0.66
0,0,1,1,0,0,1,-0.31265,0,-0.2222222222222222,0.0,0.72
0,0,0,0,0,0,0,-0.354775,0,-0.3333333333333333,0.0,0.51
0,0,0,0,0,0,0,-0.5173,0,-0.4444444444444444,0.0,0.5
0,0,0,0,1,0,0,-0.538625,0,-0.4444444444444444,0.0,0.54
0,0,1,0,0,0,0,-0.33205,0,0.0,0.0,0.59
0,0,1,0,1,0,0,-0.5091,0,-0.5555555555555556,0.0,0.68
0,0,1,1,1,0,0,-0.2564,0,-0.1111111111111111,0.0,0.52
0,0,0,0,0,0,0,-0.39794999999999997,-1,-0.2222222222222222,0.0,0.46
0,0,1,0,0,0,0,-0.644525,0,-0.4444444444444444,0.0,0.75
0,0,1,0,1,0,0,-0.27752499999999997,0,0.0,0.0,0.69
0,0,0,0,0,0,0,-0.597325,0,-0.4444444444444444,0.0,0.53
0,0,0,0,0,0,0,0,-1,-0.1111111111111111,0.0,0.46
0,0,1,1,1,0,0,0,0,0.0,0.0,0.65
0,0,0,1,0,0,0,-0.3755,0,-0.2222222222222222,0.0,0.43
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.8
0,0,1,0,0,1,0,-1.12175,0,-0.7777777777777778,0.0,0.63
0,0,0,0,0,0,0,-0.950825,0,-1.0,0.0,0.37
0,0,1,0,0,0,0,-0.9797,0,-1,0.0,0.71
0,0,1,0,0,0,0,-0.43784999999999996,0,-0.2222222222222222,0.0,0.7
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.76
0,0,0,0,0,0,0,-0.6189250000000001,0,-0.5555555555555556,0.0,0.39
0,0,1,0,0,0,0,-0.617,0,-0.5555555555555556,0.0,0.64
0,0,1,1,0,0,0,-0.354625,0,-0.1111111111111111,0.5,0.72
0,0,1,1,-1,1,0,-0.29314999999999997,0,0.0,0.0,0.74
0,0,0,0,0,0,0,0,-1,-0.1111111111111111,0.0,0.49
0,0,0,1,-1,0,0,0,0,0.0,0.0,0.59
0,0,0,0,0,1,0,-0.914475,0,-0.6666666666666666,0.0,0.42
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.64
0,0,0,0,1,0,0,-0.595475,0,-0.5555555555555556,0.0,0.47
0,0,0,0,0,1,0,-0.62915,0,-0.3333333333333333,0.0,0.41
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.7
0,0,1,0,-1,0,0,-0.336675,0,0.0,0.0,0.72
0,0,1,0,0,0,0,-0.535325,0,-0.4444444444444444,0.0,0.74
0,0,0,1,0,0,0,-0.465775,0,-0.1111111111111111,0.0,0.46
0,0,0,0,0,0,1,-0.896725,0,-0.5555555555555556,0.0,0.46
0,0,0,0,1,0,0,-0.47257499999999997,0,-0.3333333333333333,0.5,0.41
0,0,0,1,1,0,0,-0.46547499999999997,0,-0.2222222222222222,0.0,0.48
0,0,0,1,1,1,0,-0.3157,0,-0.2222222222222222,0.0,0.52
0,0,1,1,-1,1,1,-0.266,0,-0.2222222222222222,0.0,0.74
0,0,1,1,1,0,0,-0.36365,0,0.0,0.0,0.43
0,0,0,0,0,0,1,-0.621725,0,-0.3333333333333333,0.0,0.42
0,0,1,0,1,0,0,-0.5077,0,0.0,0.0,0.66
0,0,0,0,0,0,0,-0.45730000000000004,0,-0.3333333333333333,0.0,0.49
0,0,1,0,0,0,0,-0.3556,0,-0.2222222222222222,0.0,0.57
0,0,1,0,0,0,0,-0.7172,0,-0.5555555555555556,0.0,0.62
0,0,0,0,0,0,0,0,-1,0.0,-0.5,0.35
0,0,0,1,0,0,0,-0.36924999999999997,0,-0.1111111111111111,0.0,0.41
0,0,0,1,0,1,0,-0.263775,0,-0.1111111111111111,0.5,0.41
0,0,0,0,0,1,1,-0.6415,0,-0.4444444444444444,0.0,0.56
0,0,0,1,0,0,0,-0.39849999999999997,0,-0.2222222222222222,0.0,0.48
0,0,0,1,1,0,0,0,0,0.0,0.0,0.51
0,0,1,1,0,0,0,-1,0,-0.2222222222222222,0.0,0.54
0,0,1,0,1,0,0,0,0,0.0,0.0,0.68
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.68
0,0,0,0,1,0,0,-0.597725,0,-0.2222222222222222,0.0,0.48
0,0,0,0,1,0,0,0,-1,0.0,0.0,0.45
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.64
0,0,1,1,1,0,0,-0.257675,0,0.0,0.0,0.77
0,0,0,0,0,0,0,-0.871175,0,-1.0,0.0,0.54
0,0,0,1,1,0,0,0,0,0.0,0.0,0.53
0,0,1,1,-1,0,1,-0.47805,0,-0.2222222222222222,0.0,0.68
0,0,1,0,1,0,0,-0.4125249999999999,-1,-0.2222222222222222,0.0,0.53
0,0,0,0,1,1,0,-0.46175,0,-0.3333333333333333,0.0,0.39
0,0,1,0,0,0,0,-0.83795,0,-0.6666666666666666,0.0,0.6
0,0,0,0,1,0,0,0,-1,0.0,0.0,0.41
0,0,1,0,0,1,1,-0.575175,0,-0.3333333333333333,0.0,0.66
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.64
0,0,1,1,1,0,0,0,0,0.0,0.0,0.67
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.72
0,0,1,1,-1,0,0,-0.294325,0,0.0,0.0,0.64
1,0,1,1,-1,1,0,0,0,0.0,0.0,0.73
0,0,0,1,0,0,0,-0.3021,0,0.1111111111111111,0.0,-1
0,0,1,0,-1,0,0,0,0,0.0,0.0,0.61
0,0,1,0,1,0,0,0,0,0.0,0.0,0.68
0,0,0,0,0,0,0,-0.6441749999999999,0,-0.5555555555555556,0.0,0.41
0,0,1,0,0,1,0,-1,0,-0.5555555555555556,0.0,0.61
0,0,1,0,1,0,0,-0.32882500000000003,0,0.0,-0.5,0.69
0,0,1,0,1,1,0,-0.5354,0,-0.3333333333333333,0.0,0.6
0,0,0,0,0,0,0,-0.286575,-1,0.0,-0.5,0.34
0,0,1,0,1,0,0,-0.337675,0,0.0,0.0,0.72
0,0,1,0,0,0,0,-0.403475,0,-0.2222222222222222,0.0,0.66
0,0,1,0,0,0,0,-1.2116500000000001,0,-1.0,0.0,0.78
0,0,1,1,0,1,0,-0.28975,0,-0.2222222222222222,0.0,0.72
0,0,1,1,1,1,0,-0.31124999999999997,0,-0.2222222222222222,0.0,0.65
0,0,0,1,1,0,0,-0.3315,0,0.0,0.0,0.56
0,0,1,1,0,0,1,-0.5961000000000001,0,-0.2222222222222222,0.0,0.66
